køn	alder	fraflytningskommune	tilflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Mænd	35-39 år	Frederiksberg	Frederikshavn	1	0	0	0	0	0	0	1	0	1	0	0
Mænd	35-39 år	Frederiksberg	Hjørring	1	1	0	0	1	1	1	0	1	0	0	0
Mænd	35-39 år	Frederiksberg	Jammerbugt	0	0	0	0	0	1	0	0	0	0	0	2
Mænd	35-39 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Mariagerfjord	1	0	1	0	0	1	0	0	0	1	0	0
Mænd	35-39 år	Frederiksberg	Morsø	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Rebild	0	1	0	0	0	1	0	0	0	0	1	1
Mænd	35-39 år	Frederiksberg	Thisted	0	2	1	0	0	0	0	0	0	2	2	1
Mænd	35-39 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Aalborg	1	6	1	2	1	1	1	2	1	2	2	2
Mænd	40-44 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	København	Frederiksberg	150	143	148	137	159	149	169	148	174	183	161	144
Mænd	40-44 år	København	Dragør	8	13	9	13	11	11	17	16	16	20	23	27
Mænd	40-44 år	København	Tårnby	46	51	41	53	54	54	49	48	65	60	68	49
Mænd	40-44 år	København	Albertslund	14	16	14	10	8	12	16	18	15	15	10	12
Mænd	40-44 år	København	Ballerup	29	23	24	21	26	27	20	31	27	32	19	25
Mænd	40-44 år	København	Brøndby	18	25	28	16	21	17	25	19	29	25	21	35
Mænd	40-44 år	København	Gentofte	71	71	99	87	116	84	105	115	105	113	116	119
Mænd	40-44 år	København	Gladsaxe	57	50	53	77	58	53	52	69	70	83	64	68
Mænd	40-44 år	København	Glostrup	8	17	19	13	9	10	12	10	17	23	19	20
Mænd	40-44 år	København	Herlev	14	15	20	24	16	21	24	21	17	15	20	24
Mænd	40-44 år	København	Hvidovre	43	39	49	47	44	47	65	50	65	64	63	42
Mænd	40-44 år	København	Høje-Taastrup	20	32	35	27	22	22	32	29	44	35	46	35
Mænd	40-44 år	København	Ishøj	10	10	11	8	5	12	9	13	5	10	18	13
Mænd	40-44 år	København	Lyngby-Taarbæk	31	35	40	38	45	52	50	39	41	60	43	44
Mænd	40-44 år	København	Rødovre	36	31	40	24	45	32	37	35	44	45	24	50
Mænd	40-44 år	København	Vallensbæk	6	7	19	13	9	9	9	20	14	6	11	16
Mænd	40-44 år	København	Allerød	12	6	13	10	6	8	14	9	10	16	13	18
Mænd	40-44 år	København	Egedal	11	13	20	16	18	13	24	22	26	23	26	25
Mænd	40-44 år	København	Fredensborg	13	20	19	13	12	22	24	22	24	22	24	32
Mænd	40-44 år	København	Frederikssund	16	9	18	9	10	11	14	10	13	14	20	19
Mænd	40-44 år	København	Furesø	27	19	29	26	27	37	26	40	30	43	31	32
Mænd	40-44 år	København	Gribskov	16	16	15	14	11	19	18	18	17	16	23	16
Mænd	40-44 år	København	Halsnæs	9	13	8	5	13	6	9	5	12	9	10	12
Mænd	40-44 år	København	Helsingør	27	18	28	26	18	21	20	28	26	28	21	31
Mænd	40-44 år	København	Hillerød	17	16	8	16	18	14	15	18	21	22	16	27
Mænd	40-44 år	København	Hørsholm	4	7	15	11	7	8	13	21	22	16	13	14
Mænd	40-44 år	København	Rudersdal	22	32	34	39	43	32	39	53	55	39	42	46
Mænd	40-44 år	København	Bornholm	11	8	8	11	6	5	8	6	9	8	14	13
Mænd	40-44 år	København	Christiansø	0	0	0	1	0	0	0	0	0	0	1	0
Mænd	40-44 år	København	Greve	24	24	27	32	26	24	19	22	26	27	32	25
Mænd	40-44 år	København	Køge	11	24	18	15	20	14	14	13	24	15	23	14
Mænd	40-44 år	København	Lejre	14	8	6	8	11	6	10	14	11	21	14	16
Mænd	40-44 år	København	Roskilde	17	21	30	24	27	21	24	27	34	49	44	33
Mænd	40-44 år	København	Solrød	7	4	4	8	6	5	6	13	18	14	10	13
Mænd	40-44 år	København	Faxe	14	15	8	10	7	3	8	9	12	14	19	10
Mænd	40-44 år	København	Guldborgsund	11	18	16	9	10	6	8	8	9	8	16	16
Mænd	40-44 år	København	Holbæk	19	26	9	15	7	10	9	16	13	14	27	19
Mænd	40-44 år	København	Kalundborg	8	12	9	6	4	8	6	7	6	11	12	9
Mænd	40-44 år	København	Lolland	11	13	12	11	6	5	5	11	12	9	9	3
Mænd	40-44 år	København	Næstved	15	21	13	14	11	10	12	13	13	16	14	13
Mænd	40-44 år	København	Odsherred	14	12	10	8	14	5	10	9	13	15	11	12
Mænd	40-44 år	København	Ringsted	12	8	13	7	7	8	11	12	8	10	9	7
Mænd	40-44 år	København	Slagelse	15	11	17	11	12	10	7	11	11	14	11	14
Mænd	40-44 år	København	Sorø	12	12	12	4	9	2	7	7	9	8	11	6
Mænd	40-44 år	København	Stevns	2	11	7	2	8	4	3	9	9	9	9	7
Mænd	40-44 år	København	Vordingborg	13	8	12	13	11	13	4	8	14	6	7	21
Mænd	40-44 år	København	Assens	3	5	2	2	1	1	2	2	1	0	1	0
Mænd	40-44 år	København	Faaborg-Midtfyn	3	1	5	2	1	1	1	2	2	3	1	6
Mænd	40-44 år	København	Kerteminde	2	1	0	1	0	1	1	0	2	1	0	0
Mænd	40-44 år	København	Langeland	1	1	1	3	5	0	0	0	1	2	0	0
Mænd	40-44 år	København	Middelfart	1	2	2	2	0	0	2	3	0	1	1	2
Mænd	40-44 år	København	Nordfyns	1	2	1	0	1	0	0	0	1	0	0	0
Mænd	40-44 år	København	Nyborg	4	0	6	0	1	2	0	1	3	3	2	2
Mænd	40-44 år	København	Odense	14	17	15	6	17	7	10	16	12	14	20	12
Mænd	40-44 år	København	Svendborg	8	6	5	3	1	7	1	6	4	3	5	11
Mænd	40-44 år	København	Ærø	1	2	5	1	0	1	1	1	0	3	2	1
Mænd	40-44 år	København	Billund	0	1	2	2	0	1	0	1	0	1	1	3
Mænd	40-44 år	København	Esbjerg	3	4	3	4	6	8	4	6	8	6	6	9
Mænd	40-44 år	København	Fanø	0	0	0	0	0	0	2	0	1	1	1	1
Mænd	40-44 år	København	Fredericia	2	0	3	0	2	1	0	2	2	0	5	6
Mænd	40-44 år	København	Haderslev	1	2	3	1	1	1	0	2	1	0	4	2
Mænd	40-44 år	København	Kolding	6	10	7	3	2	4	0	2	9	2	5	0
Mænd	40-44 år	København	Sønderborg	5	2	3	3	5	6	7	3	0	1	5	3
Mænd	40-44 år	København	Tønder	0	4	0	0	1	0	1	2	1	0	2	0
Mænd	40-44 år	København	Varde	1	0	2	0	1	1	1	0	3	0	0	2
Mænd	40-44 år	København	Vejen	0	1	1	0	1	1	1	0	1	1	2	0
Mænd	40-44 år	København	Vejle	8	6	3	2	7	2	3	4	8	9	3	11
Mænd	40-44 år	København	Aabenraa	3	2	2	1	1	1	2	5	0	1	0	2
Mænd	40-44 år	København	Favrskov	3	1	0	1	0	2	1	0	0	0	3	1
Mænd	40-44 år	København	Hedensted	2	3	3	0	0	0	2	1	1	0	1	0
Mænd	40-44 år	København	Horsens	6	3	5	1	0	1	6	4	2	3	5	1
Mænd	40-44 år	København	Norddjurs	3	3	3	2	2	0	0	2	0	1	1	1
Mænd	40-44 år	København	Odder	1	3	1	0	1	1	0	2	1	1	1	1
Mænd	40-44 år	København	Randers	4	7	6	3	2	3	4	5	5	4	5	3
Mænd	40-44 år	København	Samsø	1	0	2	1	1	0	0	0	1	1	2	0
Mænd	40-44 år	København	Silkeborg	6	10	5	7	4	6	3	1	3	2	5	6
Mænd	40-44 år	København	Skanderborg	2	4	0	1	2	2	6	0	2	7	2	1
Mænd	40-44 år	København	Syddjurs	1	3	0	2	2	1	2	3	1	3	2	3
Mænd	40-44 år	København	Aarhus	11	23	16	19	16	11	23	18	17	24	18	21
Mænd	40-44 år	København	Herning	5	1	3	2	4	1	4	2	6	6	3	1
Mænd	40-44 år	København	Holstebro	0	2	4	0	2	2	1	2	3	2	1	0
Mænd	40-44 år	København	Ikast-Brande	2	1	0	1	1	1	1	0	1	1	1	1
Mænd	40-44 år	København	Lemvig	2	0	0	1	0	1	3	0	0	0	0	0
Mænd	40-44 år	København	Ringkøbing-Skjern	2	1	3	0	1	1	3	4	1	1	2	1
Mænd	40-44 år	København	Skive	2	0	0	2	1	3	1	0	2	2	2	0
Mænd	40-44 år	København	Struer	0	0	2	0	1	0	0	0	1	0	1	1
Mænd	40-44 år	København	Viborg	4	3	7	2	4	3	2	4	1	3	2	2
Mænd	40-44 år	København	Brønderslev	0	2	2	0	0	1	1	0	2	0	1	1
Mænd	40-44 år	København	Frederikshavn	2	1	2	3	0	3	1	1	4	0	3	3
Mænd	40-44 år	København	Hjørring	5	4	1	2	0	4	4	1	3	2	0	1
Mænd	40-44 år	København	Jammerbugt	1	1	1	1	0	0	1	0	0	1	2	1
Mænd	40-44 år	København	Læsø	0	0	0	1	0	0	0	1	1	0	0	0
Mænd	40-44 år	København	Mariagerfjord	1	1	2	2	2	0	0	0	1	2	1	3
Mænd	40-44 år	København	Morsø	1	2	0	1	1	1	1	1	2	0	1	0
Mænd	40-44 år	København	Rebild	2	0	2	0	0	1	2	1	0	0	0	0
Mænd	40-44 år	København	Thisted	1	2	1	0	1	1	0	3	2	1	0	1
Mænd	40-44 år	København	Vesthimmerlands	0	2	0	1	0	0	0	0	2	0	2	3
Mænd	40-44 år	København	Aalborg	7	12	11	10	8	4	7	7	6	10	11	8
Mænd	40-44 år	Frederiksberg	København	119	109	144	145	156	152	158	137	178	169	155	166
Mænd	40-44 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Dragør	1	1	1	2	2	1	0	3	4	5	2	2
Mænd	40-44 år	Frederiksberg	Tårnby	1	4	2	3	2	2	1	5	5	4	4	4
Mænd	40-44 år	Frederiksberg	Albertslund	5	3	3	1	2	3	3	3	1	1	1	5
Mænd	40-44 år	Frederiksberg	Ballerup	2	5	3	2	1	5	2	10	4	2	2	3
Mænd	40-44 år	Frederiksberg	Brøndby	5	3	6	0	6	3	2	3	2	3	2	1
Mænd	40-44 år	Frederiksberg	Gentofte	15	8	17	17	31	20	14	22	23	24	13	17
Mænd	40-44 år	Frederiksberg	Gladsaxe	12	7	5	8	6	8	10	14	6	7	13	9
Mænd	40-44 år	Frederiksberg	Glostrup	1	2	0	5	4	4	5	0	4	2	1	2
Mænd	40-44 år	Frederiksberg	Herlev	2	2	4	1	4	2	3	5	2	1	2	3
Mænd	40-44 år	Frederiksberg	Hvidovre	7	5	7	4	8	8	6	5	9	6	6	7
Mænd	40-44 år	Frederiksberg	Høje-Taastrup	3	6	4	2	1	6	4	5	0	6	4	6
Mænd	40-44 år	Frederiksberg	Ishøj	3	1	2	0	1	1	0	0	0	1	1	2
Mænd	40-44 år	Frederiksberg	Lyngby-Taarbæk	3	8	4	9	14	11	11	13	11	10	12	8
Mænd	40-44 år	Frederiksberg	Rødovre	7	6	3	7	3	5	6	7	7	8	4	5
Mænd	40-44 år	Frederiksberg	Vallensbæk	2	0	6	1	1	1	0	2	1	5	3	2
Mænd	40-44 år	Frederiksberg	Allerød	1	0	3	3	2	2	3	2	0	5	2	3
Mænd	40-44 år	Frederiksberg	Egedal	4	4	3	6	4	4	3	2	5	6	4	3
Mænd	40-44 år	Frederiksberg	Fredensborg	4	8	1	5	3	2	6	5	3	4	9	5
Mænd	40-44 år	Frederiksberg	Frederikssund	6	5	5	3	2	1	2	0	3	3	7	5
Mænd	40-44 år	Frederiksberg	Furesø	4	9	9	8	8	5	7	5	8	4	8	8
Mænd	40-44 år	Frederiksberg	Gribskov	0	2	2	2	7	5	4	4	3	2	4	3
Mænd	40-44 år	Frederiksberg	Halsnæs	0	2	4	2	0	2	2	2	0	2	5	5
Mænd	40-44 år	Frederiksberg	Helsingør	3	5	4	7	2	2	0	5	4	11	9	3
Mænd	40-44 år	Frederiksberg	Hillerød	6	4	9	5	3	0	1	2	3	4	2	2
Mænd	40-44 år	Frederiksberg	Hørsholm	2	2	4	2	2	4	4	5	7	4	3	3
Mænd	40-44 år	Frederiksberg	Rudersdal	2	9	10	11	7	7	5	10	12	5	13	13
Mænd	40-44 år	Frederiksberg	Bornholm	0	1	2	2	2	2	0	1	3	1	0	1
Mænd	40-44 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Greve	2	5	5	4	3	1	2	3	4	1	5	2
Mænd	40-44 år	Frederiksberg	Køge	2	5	1	1	4	3	2	2	4	2	2	1
Mænd	40-44 år	Frederiksberg	Lejre	3	2	2	0	2	1	2	4	2	1	1	2
Mænd	40-44 år	Frederiksberg	Roskilde	6	2	3	8	4	5	5	4	5	7	6	6
Mænd	40-44 år	Frederiksberg	Solrød	0	1	3	0	2	1	2	1	3	3	1	2
Mænd	40-44 år	Frederiksberg	Faxe	2	0	4	0	2	1	3	0	1	2	0	1
Mænd	40-44 år	Frederiksberg	Guldborgsund	3	2	1	3	2	0	1	1	1	1	1	1
Mænd	40-44 år	Frederiksberg	Holbæk	1	4	7	0	6	4	1	4	2	2	5	1
Mænd	40-44 år	Frederiksberg	Kalundborg	1	3	2	0	1	0	0	0	0	1	0	0
Mænd	40-44 år	Frederiksberg	Lolland	0	1	0	0	2	1	3	0	2	0	1	0
Mænd	40-44 år	Frederiksberg	Næstved	1	3	0	2	2	1	2	3	1	0	2	4
Mænd	40-44 år	Frederiksberg	Odsherred	5	1	1	2	3	0	2	0	1	1	2	1
Mænd	40-44 år	Frederiksberg	Ringsted	4	0	2	0	0	1	0	0	0	2	1	2
Mænd	40-44 år	Frederiksberg	Slagelse	2	0	0	2	1	1	0	2	3	2	2	1
Mænd	40-44 år	Frederiksberg	Sorø	2	0	2	2	1	1	0	0	0	0	0	1
Mænd	40-44 år	Frederiksberg	Stevns	3	2	1	0	1	0	0	1	1	1	1	0
Mænd	40-44 år	Frederiksberg	Vordingborg	2	1	2	2	2	3	3	0	1	0	1	1
Mænd	40-44 år	Frederiksberg	Assens	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	40-44 år	Frederiksberg	Faaborg-Midtfyn	1	3	1	1	1	0	0	0	0	1	0	0
Mænd	40-44 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	40-44 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	1	0	0	0
Mænd	40-44 år	Frederiksberg	Middelfart	0	0	1	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Nyborg	0	0	0	0	0	0	1	0	0	0	1	0
Mænd	40-44 år	Frederiksberg	Odense	2	2	0	0	1	4	1	3	1	0	1	1
Mænd	40-44 år	Frederiksberg	Svendborg	1	2	0	1	2	0	0	1	1	1	0	1
Mænd	40-44 år	Frederiksberg	Ærø	0	0	1	0	0	0	0	0	0	1	0	0
Mænd	40-44 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Esbjerg	0	1	0	0	0	0	1	1	0	1	0	4
Mænd	40-44 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Fredericia	0	0	1	2	0	0	0	0	0	0	0	1
Mænd	40-44 år	Frederiksberg	Haderslev	1	0	0	0	1	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Kolding	0	1	1	0	0	1	1	2	0	0	0	0
Mænd	40-44 år	Frederiksberg	Sønderborg	1	0	0	1	0	0	0	0	0	0	0	1
Mænd	40-44 år	Frederiksberg	Tønder	0	0	0	0	0	0	1	1	0	0	0	0
Mænd	40-44 år	Frederiksberg	Varde	1	0	0	0	0	0	1	0	0	0	1	0
Mænd	40-44 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	1
Mænd	40-44 år	Frederiksberg	Vejle	2	2	0	1	2	3	1	2	0	0	1	1
Mænd	40-44 år	Frederiksberg	Aabenraa	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	40-44 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Hedensted	0	0	0	0	0	0	1	1	0	0	0	0
Mænd	40-44 år	Frederiksberg	Horsens	0	0	1	1	0	0	1	1	2	0	0	2
Mænd	40-44 år	Frederiksberg	Norddjurs	0	0	0	0	1	0	0	0	0	0	0	1
Mænd	40-44 år	Frederiksberg	Odder	0	0	0	0	0	1	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Randers	2	1	0	0	1	0	1	0	1	0	2	0
Mænd	40-44 år	Frederiksberg	Samsø	1	1	0	0	1	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Silkeborg	1	0	0	1	2	1	1	0	0	0	2	2
Mænd	40-44 år	Frederiksberg	Skanderborg	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Syddjurs	0	0	1	0	1	1	0	0	0	0	1	2
Mænd	40-44 år	Frederiksberg	Aarhus	4	6	6	3	4	0	3	5	5	1	0	5
Mænd	40-44 år	Frederiksberg	Herning	1	0	0	0	0	0	0	0	1	0	0	0
Mænd	40-44 år	Frederiksberg	Holstebro	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Ikast-Brande	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Lemvig	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Ringkøbing-Skjern	1	0	0	1	0	0	0	0	0	0	1	0
Mænd	40-44 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Viborg	0	0	1	1	0	1	0	0	0	0	0	1
Mænd	40-44 år	Frederiksberg	Brønderslev	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Frederikshavn	0	0	0	0	1	0	2	2	0	0	1	0
Mænd	40-44 år	Frederiksberg	Hjørring	0	0	0	0	1	1	0	1	0	0	2	0
Mænd	40-44 år	Frederiksberg	Jammerbugt	0	0	1	0	0	1	0	1	0	0	0	0
Mænd	40-44 år	Frederiksberg	Læsø	0	1	0	0	1	0	0	1	0	0	0	0
Mænd	40-44 år	Frederiksberg	Mariagerfjord	0	0	0	1	1	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Rebild	0	0	0	1	0	0	0	0	1	1	0	0
Mænd	40-44 år	Frederiksberg	Thisted	1	0	0	0	0	1	1	0	0	2	0	1
Mænd	40-44 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	Frederiksberg	Aalborg	1	0	0	0	0	4	2	1	0	1	1	3
Mænd	45-49 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	45-49 år	København	Frederiksberg	54	66	78	79	95	95	96	104	109	101	90	82
Mænd	45-49 år	København	Dragør	10	6	7	7	4	8	9	10	12	11	18	15
Mænd	45-49 år	København	Tårnby	26	32	40	35	33	44	39	46	30	36	38	31
Mænd	45-49 år	København	Albertslund	8	6	6	4	15	10	10	8	11	12	12	10
Mænd	45-49 år	København	Ballerup	11	13	15	12	17	20	28	17	18	15	17	18
Mænd	45-49 år	København	Brøndby	8	9	21	15	18	16	20	21	16	14	19	14
Mænd	45-49 år	København	Gentofte	33	34	52	65	62	66	72	78	78	83	69	57
Mænd	45-49 år	København	Gladsaxe	37	37	38	41	41	38	45	39	51	53	46	36
Mænd	45-49 år	København	Glostrup	4	4	7	5	8	7	7	14	13	20	17	12
Mænd	45-49 år	København	Herlev	8	10	6	11	10	17	13	6	15	13	10	14
Mænd	45-49 år	København	Hvidovre	25	37	28	29	29	25	35	31	39	32	29	27
Mænd	45-49 år	København	Høje-Taastrup	15	13	17	14	16	29	21	15	21	31	27	29
Mænd	45-49 år	København	Ishøj	6	7	3	2	9	8	4	10	13	7	12	12
Mænd	45-49 år	København	Lyngby-Taarbæk	16	22	21	32	24	31	25	27	23	29	28	30
Mænd	45-49 år	København	Rødovre	15	16	22	13	24	22	19	20	28	24	29	26
Mænd	45-49 år	København	Vallensbæk	2	3	6	7	2	6	9	4	4	9	15	9
Mænd	45-49 år	København	Allerød	3	4	8	9	3	7	12	4	8	5	11	5
Mænd	45-49 år	København	Egedal	5	8	11	8	8	10	15	10	15	18	17	13
Mænd	45-49 år	København	Fredensborg	4	10	7	11	11	10	7	14	17	26	13	12
Mænd	45-49 år	København	Frederikssund	8	7	14	10	12	6	9	5	5	17	15	10
Mænd	45-49 år	København	Furesø	17	15	19	24	12	21	12	17	18	19	17	17
Mænd	45-49 år	København	Gribskov	16	8	11	14	11	14	16	9	7	14	19	13
Mænd	45-49 år	København	Halsnæs	10	7	6	6	8	8	4	9	7	10	6	7
Mænd	45-49 år	København	Helsingør	15	7	5	15	20	12	17	23	19	12	31	16
Mænd	45-49 år	København	Hillerød	7	7	8	15	8	8	5	16	10	19	21	11
Mænd	45-49 år	København	Hørsholm	8	6	7	7	5	7	7	9	13	13	8	10
Mænd	45-49 år	København	Rudersdal	8	9	20	15	16	19	18	30	27	30	25	10
Mænd	45-49 år	København	Bornholm	6	10	10	8	5	3	5	10	6	7	10	10
Mænd	45-49 år	København	Christiansø	0	1	0	1	0	0	0	0	0	0	0	0
Mænd	45-49 år	København	Greve	13	11	20	12	14	14	12	15	39	14	21	21
Mænd	45-49 år	København	Køge	14	5	5	11	5	8	18	14	10	17	10	10
Mænd	45-49 år	København	Lejre	5	5	6	5	5	9	11	4	9	4	6	5
Mænd	45-49 år	København	Roskilde	8	17	24	14	16	19	16	23	23	17	14	24
Mænd	45-49 år	København	Solrød	3	2	5	3	6	4	4	6	6	6	2	10
Mænd	45-49 år	København	Faxe	9	6	4	6	10	7	6	5	7	7	7	9
Mænd	45-49 år	København	Guldborgsund	14	13	14	11	8	12	7	9	11	11	14	2
Mænd	45-49 år	København	Holbæk	12	6	12	7	9	11	11	2	10	17	18	14
Mænd	45-49 år	København	Kalundborg	7	5	6	3	7	7	4	9	9	7	9	6
Mænd	45-49 år	København	Lolland	7	4	7	8	9	8	7	5	9	11	7	9
Mænd	45-49 år	København	Næstved	10	6	9	5	5	11	5	6	5	13	6	20
Mænd	45-49 år	København	Odsherred	8	9	9	9	5	10	7	6	10	12	9	6
Mænd	45-49 år	København	Ringsted	7	1	7	4	4	4	6	8	6	9	6	4
Mænd	45-49 år	København	Slagelse	9	10	5	6	10	4	7	13	8	13	11	5
Mænd	45-49 år	København	Sorø	5	2	5	3	1	3	8	4	4	9	4	2
Mænd	45-49 år	København	Stevns	2	2	5	3	2	5	6	3	2	2	6	8
Mænd	45-49 år	København	Vordingborg	9	12	14	11	9	4	11	12	11	14	10	12
Mænd	45-49 år	København	Assens	2	2	2	1	1	1	0	2	0	2	0	1
Mænd	45-49 år	København	Faaborg-Midtfyn	2	1	0	0	2	2	0	1	0	2	0	2
Mænd	45-49 år	København	Kerteminde	0	1	1	1	1	1	1	0	1	0	0	1
Mænd	45-49 år	København	Langeland	1	0	1	3	0	2	0	1	0	2	1	1
Mænd	45-49 år	København	Middelfart	2	2	0	1	2	3	2	1	2	0	0	2
Mænd	45-49 år	København	Nordfyns	0	1	0	0	0	0	0	1	0	0	0	0
Mænd	45-49 år	København	Nyborg	4	3	2	1	1	2	3	2	2	2	2	0
Mænd	45-49 år	København	Odense	8	6	11	8	12	9	3	6	5	6	9	11
Mænd	45-49 år	København	Svendborg	0	2	1	1	3	4	4	3	6	3	4	0
Mænd	45-49 år	København	Ærø	0	0	1	3	0	1	0	1	1	1	1	3
Mænd	45-49 år	København	Billund	0	0	0	0	0	0	0	0	0	0	0	2
Mænd	45-49 år	København	Esbjerg	1	4	2	0	1	2	6	6	8	5	3	8
Mænd	45-49 år	København	Fanø	1	0	0	0	0	0	0	1	0	0	0	1
Mænd	45-49 år	København	Fredericia	2	3	0	4	1	0	1	2	1	0	0	1
Mænd	45-49 år	København	Haderslev	0	2	1	2	1	0	1	0	2	2	2	4
Mænd	45-49 år	København	Kolding	0	1	1	5	2	3	2	1	2	4	2	4
Mænd	45-49 år	København	Sønderborg	1	1	2	0	0	2	2	1	3	3	2	3
Mænd	45-49 år	København	Tønder	0	1	2	1	1	2	1	5	0	1	3	2
Mænd	45-49 år	København	Varde	1	0	1	0	0	1	1	2	1	2	1	3
Mænd	45-49 år	København	Vejen	1	1	0	0	1	0	0	1	1	1	0	0
Mænd	45-49 år	København	Vejle	2	3	4	0	2	3	4	4	3	4	2	0
Mænd	45-49 år	København	Aabenraa	1	1	1	4	0	1	1	1	1	0	1	2
Mænd	45-49 år	København	Favrskov	0	0	1	0	0	0	1	0	1	1	0	3
Mænd	45-49 år	København	Hedensted	1	1	1	0	0	0	0	0	1	0	0	0
Mænd	45-49 år	København	Horsens	0	1	2	3	2	0	1	3	1	2	1	1
Mænd	45-49 år	København	Norddjurs	2	1	1	1	1	2	1	1	2	0	0	2
Mænd	45-49 år	København	Odder	1	0	3	1	1	0	1	0	1	1	2	0
Mænd	45-49 år	København	Randers	1	3	4	1	0	3	2	1	1	2	3	1
Mænd	45-49 år	København	Samsø	0	0	0	0	0	0	2	1	0	1	1	0
Mænd	45-49 år	København	Silkeborg	2	1	3	0	4	5	3	0	1	0	2	3
Mænd	45-49 år	København	Skanderborg	0	1	0	0	0	2	1	1	1	3	1	1
Mænd	45-49 år	København	Syddjurs	2	1	0	2	3	2	2	2	0	1	1	0
Mænd	45-49 år	København	Aarhus	9	6	4	6	4	9	10	8	5	6	16	8
Mænd	45-49 år	København	Herning	2	3	1	2	0	2	1	2	1	1	1	0
Mænd	45-49 år	København	Holstebro	2	0	0	0	0	1	2	2	1	1	0	0
Mænd	45-49 år	København	Ikast-Brande	0	1	0	1	0	0	0	1	0	0	1	0
Mænd	45-49 år	København	Lemvig	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	45-49 år	København	Ringkøbing-Skjern	2	0	1	1	1	1	0	1	0	2	1	0
Mænd	45-49 år	København	Skive	0	0	2	1	1	0	0	1	2	2	1	1
Mænd	45-49 år	København	Struer	0	0	0	0	0	0	0	0	0	1	0	1
Mænd	45-49 år	København	Viborg	1	2	2	1	4	3	2	3	2	1	4	2
Mænd	45-49 år	København	Brønderslev	0	0	1	0	1	0	0	0	1	0	1	1
Mænd	45-49 år	København	Frederikshavn	2	2	2	2	2	1	0	5	2	0	0	0
Mænd	45-49 år	København	Hjørring	1	4	0	0	0	0	1	2	2	2	2	2
Mænd	45-49 år	København	Jammerbugt	2	0	0	1	1	1	2	0	1	0	1	1
Mænd	45-49 år	København	Læsø	0	0	0	0	1	0	0	0	1	0	0	0
Mænd	45-49 år	København	Mariagerfjord	0	1	1	1	0	1	0	0	2	1	0	0
Mænd	45-49 år	København	Morsø	0	0	1	3	0	1	0	0	0	0	0	1
Mænd	45-49 år	København	Rebild	0	0	0	1	0	1	0	1	0	0	0	0
Mænd	45-49 år	København	Thisted	1	2	0	1	1	2	1	1	0	3	2	1
Mænd	45-49 år	København	Vesthimmerlands	1	0	0	2	1	1	0	0	1	0	0	0
Mænd	45-49 år	København	Aalborg	3	5	3	4	4	1	5	3	4	8	5	8
