køn	alder	tilflytningskommune	fraflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Mænd	5-9 år	Frederiksberg	Brøndby	0	0	0	2	0	2	0	0	0	3	0	0
Mænd	5-9 år	Frederiksberg	Gentofte	2	3	2	2	2	2	2	3	3	3	3	2
Mænd	5-9 år	Frederiksberg	Gladsaxe	3	2	1	1	2	1	2	1	0	0	4	1
Mænd	5-9 år	Frederiksberg	Glostrup	1	0	1	2	0	0	1	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Herlev	0	1	0	0	0	0	0	2	0	0	0	2
Mænd	5-9 år	Frederiksberg	Hvidovre	2	2	1	2	4	2	1	1	2	2	1	1
Mænd	5-9 år	Frederiksberg	Høje-Taastrup	2	0	1	0	1	1	3	1	3	0	0	1
Mænd	5-9 år	Frederiksberg	Ishøj	0	2	1	0	0	2	1	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Lyngby-Taarbæk	2	2	1	1	1	0	5	2	1	1	1	1
Mænd	5-9 år	Frederiksberg	Rødovre	1	1	0	3	0	1	3	3	0	1	1	3
Mænd	5-9 år	Frederiksberg	Vallensbæk	1	0	0	0	1	0	2	0	1	0	0	1
Mænd	5-9 år	Frederiksberg	Allerød	0	0	0	1	2	0	0	0	0	0	1	0
Mænd	5-9 år	Frederiksberg	Egedal	2	0	4	2	1	0	1	2	0	0	0	0
Mænd	5-9 år	Frederiksberg	Fredensborg	2	0	0	0	0	1	0	1	0	1	0	0
Mænd	5-9 år	Frederiksberg	Frederikssund	0	0	0	0	0	0	0	1	3	0	1	0
Mænd	5-9 år	Frederiksberg	Furesø	0	1	1	3	1	1	2	2	0	0	0	1
Mænd	5-9 år	Frederiksberg	Gribskov	0	0	1	0	2	0	2	0	0	1	1	1
Mænd	5-9 år	Frederiksberg	Halsnæs	0	1	0	0	0	0	1	0	1	1	1	0
Mænd	5-9 år	Frederiksberg	Helsingør	0	1	1	1	0	0	1	0	0	1	0	1
Mænd	5-9 år	Frederiksberg	Hillerød	0	0	1	0	0	1	0	0	2	1	0	0
Mænd	5-9 år	Frederiksberg	Hørsholm	0	0	0	0	1	0	0	0	0	1	1	0
Mænd	5-9 år	Frederiksberg	Rudersdal	1	2	1	0	1	3	1	4	0	1	1	4
Mænd	5-9 år	Frederiksberg	Bornholm	0	0	0	1	1	1	2	0	1	0	2	0
Mænd	5-9 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Greve	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Køge	0	0	0	0	3	0	0	0	2	1	0	1
Mænd	5-9 år	Frederiksberg	Lejre	0	0	0	0	1	0	0	0	0	0	0	1
Mænd	5-9 år	Frederiksberg	Roskilde	3	2	0	1	0	2	1	3	2	1	0	1
Mænd	5-9 år	Frederiksberg	Solrød	0	0	0	0	0	0	1	0	0	0	1	0
Mænd	5-9 år	Frederiksberg	Faxe	1	1	1	0	0	0	0	1	1	0	0	0
Mænd	5-9 år	Frederiksberg	Guldborgsund	0	0	0	1	0	0	1	0	2	0	0	0
Mænd	5-9 år	Frederiksberg	Holbæk	1	0	2	0	1	1	2	0	0	0	1	0
Mænd	5-9 år	Frederiksberg	Kalundborg	1	1	0	0	0	0	0	0	0	0	1	0
Mænd	5-9 år	Frederiksberg	Lolland	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Næstved	0	2	1	0	0	0	0	0	2	0	0	1
Mænd	5-9 år	Frederiksberg	Odsherred	0	0	0	2	2	1	0	0	0	2	0	0
Mænd	5-9 år	Frederiksberg	Ringsted	0	1	0	0	1	0	0	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Slagelse	0	0	0	0	1	0	0	0	0	0	2	0
Mænd	5-9 år	Frederiksberg	Sorø	0	1	0	0	0	1	0	0	0	0	1	0
Mænd	5-9 år	Frederiksberg	Stevns	0	0	0	0	1	0	0	1	0	0	0	2
Mænd	5-9 år	Frederiksberg	Vordingborg	0	0	0	0	2	1	1	0	0	1	0	1
Mænd	5-9 år	Frederiksberg	Assens	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Faaborg-Midtfyn	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Middelfart	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Nyborg	0	1	0	0	0	0	0	0	1	0	0	0
Mænd	5-9 år	Frederiksberg	Odense	0	1	0	1	1	1	4	1	0	1	1	0
Mænd	5-9 år	Frederiksberg	Svendborg	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Esbjerg	0	1	1	2	0	0	0	0	0	0	0	1
Mænd	5-9 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Fredericia	0	0	0	0	0	1	1	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Kolding	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Sønderborg	0	0	0	1	0	0	2	0	0	0	1	0
Mænd	5-9 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Varde	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Vejen	0	0	0	0	1	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Vejle	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Aabenraa	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Favrskov	0	2	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Norddjurs	0	0	0	0	0	1	0	0	0	0	2	0
Mænd	5-9 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Randers	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Silkeborg	0	1	0	0	0	0	0	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Skanderborg	1	1	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Syddjurs	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Aarhus	0	0	2	0	1	3	0	1	0	3	3	3
Mænd	5-9 år	Frederiksberg	Herning	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Holstebro	0	2	0	0	0	0	0	0	1	0	0	0
Mænd	5-9 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Ringkøbing-Skjern	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Viborg	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Brønderslev	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Hjørring	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	5-9 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Thisted	0	0	0	1	1	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Aalborg	0	0	1	1	1	0	0	0	0	1	1	0
Mænd	10-14 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Frederiksberg	29	30	42	31	53	52	47	43	54	50	49	57
Mænd	10-14 år	København	Dragør	2	5	3	2	1	1	3	3	4	2	6	8
Mænd	10-14 år	København	Tårnby	12	8	12	14	9	15	16	12	11	17	13	30
Mænd	10-14 år	København	Albertslund	6	3	5	3	0	4	0	3	2	6	6	2
Mænd	10-14 år	København	Ballerup	6	3	7	1	4	2	5	6	3	5	4	3
Mænd	10-14 år	København	Brøndby	1	3	7	3	7	1	4	2	6	4	1	5
Mænd	10-14 år	København	Gentofte	12	14	14	18	23	18	26	13	25	28	31	24
Mænd	10-14 år	København	Gladsaxe	5	6	5	4	10	13	10	8	7	8	12	10
Mænd	10-14 år	København	Glostrup	3	2	1	1	1	0	1	1	2	5	6	2
Mænd	10-14 år	København	Herlev	5	1	3	6	4	4	1	4	0	3	4	5
Mænd	10-14 år	København	Hvidovre	5	7	10	5	12	8	7	4	12	7	16	4
Mænd	10-14 år	København	Høje-Taastrup	4	3	8	3	3	3	6	5	8	2	9	13
Mænd	10-14 år	København	Ishøj	4	2	1	6	1	2	3	5	5	1	2	0
Mænd	10-14 år	København	Lyngby-Taarbæk	5	6	5	1	6	7	6	4	6	8	8	6
Mænd	10-14 år	København	Rødovre	8	8	2	7	10	6	2	6	10	16	8	7
Mænd	10-14 år	København	Vallensbæk	0	1	1	1	0	6	0	2	3	2	4	6
Mænd	10-14 år	København	Allerød	0	1	2	2	1	0	1	1	1	1	2	2
Mænd	10-14 år	København	Egedal	2	3	3	1	3	2	4	6	3	4	5	3
Mænd	10-14 år	København	Fredensborg	7	1	5	3	3	5	4	8	4	4	5	9
Mænd	10-14 år	København	Frederikssund	11	8	4	5	5	4	1	3	1	5	7	5
Mænd	10-14 år	København	Furesø	4	6	6	5	9	5	6	4	4	6	6	2
Mænd	10-14 år	København	Gribskov	4	3	6	7	5	3	4	3	4	3	4	3
Mænd	10-14 år	København	Halsnæs	1	0	2	0	5	0	1	3	4	3	2	2
Mænd	10-14 år	København	Helsingør	11	3	6	6	0	2	4	8	7	7	2	4
Mænd	10-14 år	København	Hillerød	1	1	1	2	5	3	3	6	1	4	3	2
Mænd	10-14 år	København	Hørsholm	2	3	4	4	3	4	3	7	1	9	3	3
Mænd	10-14 år	København	Rudersdal	12	6	8	5	3	6	5	5	12	6	13	6
Mænd	10-14 år	København	Bornholm	2	2	2	1	1	5	3	1	1	7	3	3
Mænd	10-14 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Greve	2	5	6	8	5	6	7	4	6	6	6	8
Mænd	10-14 år	København	Køge	8	0	2	7	7	5	9	2	2	3	3	6
Mænd	10-14 år	København	Lejre	5	2	0	1	4	2	5	3	2	2	1	0
Mænd	10-14 år	København	Roskilde	3	5	7	6	4	2	4	4	7	2	4	12
Mænd	10-14 år	København	Solrød	0	2	3	0	0	0	0	1	2	0	4	2
Mænd	10-14 år	København	Faxe	3	7	2	2	7	2	0	4	3	1	3	3
Mænd	10-14 år	København	Guldborgsund	3	6	2	2	2	5	2	4	0	0	1	2
Mænd	10-14 år	København	Holbæk	4	7	5	2	8	5	7	6	2	0	4	4
Mænd	10-14 år	København	Kalundborg	7	4	0	0	9	1	4	0	3	1	0	0
Mænd	10-14 år	København	Lolland	4	5	2	3	1	0	2	2	1	1	1	1
Mænd	10-14 år	København	Næstved	5	2	5	3	2	4	6	3	3	3	3	3
Mænd	10-14 år	København	Odsherred	3	1	2	0	2	2	3	1	3	4	1	0
Mænd	10-14 år	København	Ringsted	0	2	1	4	3	1	3	1	6	5	3	3
Mænd	10-14 år	København	Slagelse	2	4	6	4	4	1	3	6	5	0	1	1
Mænd	10-14 år	København	Sorø	1	0	2	1	2	1	1	5	2	2	0	0
Mænd	10-14 år	København	Stevns	3	1	0	2	3	0	2	1	0	4	3	0
Mænd	10-14 år	København	Vordingborg	4	4	5	9	3	5	4	5	2	5	1	1
Mænd	10-14 år	København	Assens	0	0	0	0	2	1	0	2	0	0	1	0
Mænd	10-14 år	København	Faaborg-Midtfyn	1	0	1	0	0	1	0	0	2	0	0	2
Mænd	10-14 år	København	Kerteminde	0	0	0	0	0	2	0	0	0	2	0	0
Mænd	10-14 år	København	Langeland	1	0	0	0	1	0	0	0	1	0	0	0
Mænd	10-14 år	København	Middelfart	1	1	0	1	0	0	0	0	0	0	1	0
Mænd	10-14 år	København	Nordfyns	0	0	0	0	2	2	1	0	0	0	0	0
Mænd	10-14 år	København	Nyborg	0	1	0	1	1	0	2	0	0	2	0	0
Mænd	10-14 år	København	Odense	1	8	6	5	5	6	5	7	4	6	4	3
Mænd	10-14 år	København	Svendborg	4	1	2	2	2	1	0	1	2	1	1	0
Mænd	10-14 år	København	Ærø	0	0	0	0	1	2	0	0	0	0	0	1
Mænd	10-14 år	København	Billund	0	0	0	0	0	0	0	0	0	2	0	0
Mænd	10-14 år	København	Esbjerg	2	3	1	3	2	2	2	2	2	1	2	0
Mænd	10-14 år	København	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Fredericia	2	1	0	0	0	0	0	1	0	1	0	0
Mænd	10-14 år	København	Haderslev	1	0	2	2	0	0	0	0	1	0	1	0
Mænd	10-14 år	København	Kolding	2	0	1	0	1	1	0	0	1	2	2	0
Mænd	10-14 år	København	Sønderborg	1	1	4	1	0	2	0	0	0	1	0	0
Mænd	10-14 år	København	Tønder	0	0	1	0	1	0	0	1	1	1	0	0
Mænd	10-14 år	København	Varde	1	0	0	0	3	0	0	0	0	0	0	0
Mænd	10-14 år	København	Vejen	0	0	0	0	0	0	0	0	0	0	1	1
Mænd	10-14 år	København	Vejle	2	2	1	2	2	1	1	3	0	1	1	2
Mænd	10-14 år	København	Aabenraa	2	0	0	0	0	1	1	0	1	0	1	1
Mænd	10-14 år	København	Favrskov	0	0	0	0	1	0	0	1	0	0	0	0
Mænd	10-14 år	København	Hedensted	0	0	0	0	0	1	0	0	0	0	0	0
Mænd	10-14 år	København	Horsens	1	0	1	0	0	0	0	1	2	0	3	2
Mænd	10-14 år	København	Norddjurs	1	0	0	1	1	2	0	1	1	0	0	0
Mænd	10-14 år	København	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Randers	0	0	1	2	0	1	2	2	0	1	3	2
Mænd	10-14 år	København	Samsø	0	0	0	0	0	0	1	0	0	1	0	0
Mænd	10-14 år	København	Silkeborg	0	0	1	1	1	1	1	1	1	0	1	2
Mænd	10-14 år	København	Skanderborg	0	0	0	0	2	0	1	0	0	1	0	0
Mænd	10-14 år	København	Syddjurs	0	0	0	0	1	0	1	0	0	2	0	0
Mænd	10-14 år	København	Aarhus	1	1	5	6	2	6	5	1	7	4	3	7
Mænd	10-14 år	København	Herning	1	0	1	0	1	2	2	0	1	1	0	3
Mænd	10-14 år	København	Holstebro	0	1	2	1	3	0	0	1	1	0	1	0
Mænd	10-14 år	København	Ikast-Brande	3	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Lemvig	0	0	0	0	1	0	0	0	0	0	0	0
Mænd	10-14 år	København	Ringkøbing-Skjern	1	2	0	2	0	0	0	0	0	0	1	0
Mænd	10-14 år	København	Skive	0	0	1	0	0	1	0	0	0	0	0	0
Mænd	10-14 år	København	Struer	0	0	0	0	0	1	1	0	0	0	0	0
Mænd	10-14 år	København	Viborg	4	1	0	1	0	1	0	0	3	0	0	1
Mænd	10-14 år	København	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Frederikshavn	0	2	1	0	2	1	1	0	0	2	0	0
Mænd	10-14 år	København	Hjørring	1	1	0	0	1	0	2	0	1	2	0	0
Mænd	10-14 år	København	Jammerbugt	0	0	4	1	1	0	0	0	0	0	0	0
Mænd	10-14 år	København	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Mariagerfjord	0	0	0	0	1	0	0	0	0	2	0	0
Mænd	10-14 år	København	Morsø	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	10-14 år	København	Rebild	1	0	0	0	0	0	0	0	2	1	0	0
Mænd	10-14 år	København	Thisted	0	0	0	0	1	0	0	1	1	1	0	0
Mænd	10-14 år	København	Vesthimmerlands	0	1	1	0	0	2	0	1	0	0	2	0
Mænd	10-14 år	København	Aalborg	5	3	7	4	2	1	0	3	1	2	3	2
Mænd	10-14 år	Frederiksberg	København	24	32	36	39	42	32	32	39	36	46	40	38
Mænd	10-14 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Dragør	0	0	0	0	0	0	0	1	1	0	0	0
Mænd	10-14 år	Frederiksberg	Tårnby	1	0	0	0	0	0	1	0	0	0	1	3
Mænd	10-14 år	Frederiksberg	Albertslund	0	0	0	0	0	0	0	1	1	0	0	0
Mænd	10-14 år	Frederiksberg	Ballerup	0	2	0	1	0	0	0	0	1	1	3	3
Mænd	10-14 år	Frederiksberg	Brøndby	2	1	0	0	0	0	2	0	1	0	0	1
Mænd	10-14 år	Frederiksberg	Gentofte	2	1	3	3	6	6	1	2	4	3	2	0
Mænd	10-14 år	Frederiksberg	Gladsaxe	1	1	0	2	1	1	1	2	0	1	4	2
Mænd	10-14 år	Frederiksberg	Glostrup	0	0	1	0	1	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Herlev	1	0	1	0	0	0	1	0	1	1	0	1
Mænd	10-14 år	Frederiksberg	Hvidovre	3	1	1	1	2	0	1	4	1	2	1	0
Mænd	10-14 år	Frederiksberg	Høje-Taastrup	0	0	4	1	0	1	0	1	1	0	0	1
Mænd	10-14 år	Frederiksberg	Ishøj	0	1	0	1	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Lyngby-Taarbæk	0	0	0	0	2	0	1	2	0	0	3	1
Mænd	10-14 år	Frederiksberg	Rødovre	2	3	2	1	2	2	1	1	5	4	0	3
Mænd	10-14 år	Frederiksberg	Vallensbæk	0	0	1	0	1	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Allerød	1	0	0	0	0	0	0	2	0	0	0	1
Mænd	10-14 år	Frederiksberg	Egedal	3	0	0	1	2	2	0	4	0	1	1	0
Mænd	10-14 år	Frederiksberg	Fredensborg	1	0	1	0	0	3	1	1	0	1	0	0
Mænd	10-14 år	Frederiksberg	Frederikssund	0	0	0	0	0	0	0	1	1	0	0	0
Mænd	10-14 år	Frederiksberg	Furesø	0	0	0	2	0	2	1	0	0	0	0	1
Mænd	10-14 år	Frederiksberg	Gribskov	1	1	0	0	0	0	3	1	0	2	1	1
Mænd	10-14 år	Frederiksberg	Halsnæs	0	0	0	0	1	0	0	0	0	0	0	1
Mænd	10-14 år	Frederiksberg	Helsingør	2	0	0	0	1	3	0	2	0	1	0	1
Mænd	10-14 år	Frederiksberg	Hillerød	0	0	1	0	1	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Hørsholm	0	1	2	0	1	1	1	0	0	0	1	0
Mænd	10-14 år	Frederiksberg	Rudersdal	1	2	0	2	0	2	1	2	2	0	1	4
Mænd	10-14 år	Frederiksberg	Bornholm	1	1	0	0	0	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Greve	1	0	2	0	0	1	2	1	0	1	0	1
Mænd	10-14 år	Frederiksberg	Køge	0	2	1	0	1	1	0	0	2	2	0	1
Mænd	10-14 år	Frederiksberg	Lejre	0	0	2	0	0	0	0	0	0	1	0	2
Mænd	10-14 år	Frederiksberg	Roskilde	2	0	1	0	2	0	0	1	1	0	1	2
Mænd	10-14 år	Frederiksberg	Solrød	0	0	0	0	1	0	1	0	0	0	0	1
Mænd	10-14 år	Frederiksberg	Faxe	0	1	2	0	0	0	0	0	1	0	0	0
Mænd	10-14 år	Frederiksberg	Guldborgsund	2	0	0	1	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Holbæk	1	0	0	0	0	1	0	0	1	0	1	0
Mænd	10-14 år	Frederiksberg	Kalundborg	0	0	1	1	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Lolland	1	1	3	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Næstved	1	2	2	1	1	0	0	0	0	1	1	1
Mænd	10-14 år	Frederiksberg	Odsherred	0	0	0	0	1	3	0	0	0	1	0	0
Mænd	10-14 år	Frederiksberg	Ringsted	0	1	0	0	0	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Slagelse	0	0	0	1	1	0	0	1	0	0	1	0
Mænd	10-14 år	Frederiksberg	Sorø	0	0	0	0	0	2	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Stevns	1	0	0	1	0	0	0	1	0	0	1	0
Mænd	10-14 år	Frederiksberg	Vordingborg	1	1	0	0	0	0	0	0	0	2	0	2
Mænd	10-14 år	Frederiksberg	Assens	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Faaborg-Midtfyn	0	0	0	0	0	1	0	0	0	1	0	0
Mænd	10-14 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Middelfart	0	0	1	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Nyborg	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Odense	1	3	0	0	0	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Svendborg	0	0	0	0	1	1	0	0	1	0	0	1
Mænd	10-14 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Esbjerg	0	0	1	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Fredericia	0	0	0	0	0	0	0	0	0	0	1	0
Mænd	10-14 år	Frederiksberg	Haderslev	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Kolding	0	0	0	0	0	0	0	0	1	0	1	0
Mænd	10-14 år	Frederiksberg	Sønderborg	0	0	0	0	0	1	0	0	0	0	0	1
Mænd	10-14 år	Frederiksberg	Tønder	0	0	1	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Vejle	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Aabenraa	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Norddjurs	0	1	0	0	0	1	0	0	0	0	2	0
Mænd	10-14 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Randers	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Silkeborg	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Skanderborg	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Syddjurs	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Aarhus	1	0	0	1	0	1	0	1	1	1	3	1
Mænd	10-14 år	Frederiksberg	Herning	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Holstebro	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Ringkøbing-Skjern	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Skive	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Struer	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Viborg	0	0	0	0	3	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Brønderslev	0	0	0	0	0	1	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Hjørring	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	10-14 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	0	0	1	0
Mænd	10-14 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	2	0	0
Mænd	10-14 år	Frederiksberg	Aalborg	1	0	0	0	0	0	0	1	1	0	1	0
Mænd	15-19 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	15-19 år	København	Frederiksberg	101	95	101	102	106	98	107	121	102	87	106	130
Mænd	15-19 år	København	Dragør	15	18	20	22	17	15	15	18	28	30	23	21
Mænd	15-19 år	København	Tårnby	44	59	42	51	54	70	40	42	41	49	41	62
Mænd	15-19 år	København	Albertslund	21	17	32	28	20	15	20	19	26	19	13	13
