køn,alder,fraflytningskommune,tilflytningskommune,år,antal
Kvinder,25-29 år,København,Silkeborg,2015,22
Kvinder,25-29 år,København,Silkeborg,2016,26
Kvinder,25-29 år,København,Silkeborg,2017,26
Kvinder,25-29 år,København,Skanderborg,2006,4
Kvinder,25-29 år,København,Skanderborg,2007,18
Kvinder,25-29 år,København,Skanderborg,2008,12
Kvinder,25-29 år,København,Skanderborg,2009,8
Kvinder,25-29 år,København,Skanderborg,2010,10
Kvinder,25-29 år,København,Skanderborg,2011,8
Kvinder,25-29 år,København,Skanderborg,2012,12
Kvinder,25-29 år,København,Skanderborg,2013,14
Kvinder,25-29 år,København,Skanderborg,2014,13
Kvinder,25-29 år,København,Skanderborg,2015,14
Kvinder,25-29 år,København,Skanderborg,2016,14
Kvinder,25-29 år,København,Skanderborg,2017,13
Kvinder,25-29 år,København,Syddjurs,2006,9
Kvinder,25-29 år,København,Syddjurs,2007,5
Kvinder,25-29 år,København,Syddjurs,2008,10
Kvinder,25-29 år,København,Syddjurs,2009,6
Kvinder,25-29 år,København,Syddjurs,2010,4
Kvinder,25-29 år,København,Syddjurs,2011,5
Kvinder,25-29 år,København,Syddjurs,2012,5
Kvinder,25-29 år,København,Syddjurs,2013,11
Kvinder,25-29 år,København,Syddjurs,2014,6
Kvinder,25-29 år,København,Syddjurs,2015,8
Kvinder,25-29 år,København,Syddjurs,2016,7
Kvinder,25-29 år,København,Syddjurs,2017,19
Kvinder,25-29 år,København,Aarhus,2006,176
Kvinder,25-29 år,København,Aarhus,2007,184
Kvinder,25-29 år,København,Aarhus,2008,196
Kvinder,25-29 år,København,Aarhus,2009,186
Kvinder,25-29 år,København,Aarhus,2010,206
Kvinder,25-29 år,København,Aarhus,2011,182
Kvinder,25-29 år,København,Aarhus,2012,187
Kvinder,25-29 år,København,Aarhus,2013,190
Kvinder,25-29 år,København,Aarhus,2014,203
Kvinder,25-29 år,København,Aarhus,2015,226
Kvinder,25-29 år,København,Aarhus,2016,258
Kvinder,25-29 år,København,Aarhus,2017,236
Kvinder,25-29 år,København,Herning,2006,13
Kvinder,25-29 år,København,Herning,2007,25
Kvinder,25-29 år,København,Herning,2008,12
Kvinder,25-29 år,København,Herning,2009,18
Kvinder,25-29 år,København,Herning,2010,21
Kvinder,25-29 år,København,Herning,2011,11
Kvinder,25-29 år,København,Herning,2012,14
Kvinder,25-29 år,København,Herning,2013,20
Kvinder,25-29 år,København,Herning,2014,17
Kvinder,25-29 år,København,Herning,2015,19
Kvinder,25-29 år,København,Herning,2016,15
Kvinder,25-29 år,København,Herning,2017,18
Kvinder,25-29 år,København,Holstebro,2006,13
Kvinder,25-29 år,København,Holstebro,2007,14
Kvinder,25-29 år,København,Holstebro,2008,12
Kvinder,25-29 år,København,Holstebro,2009,9
Kvinder,25-29 år,København,Holstebro,2010,14
Kvinder,25-29 år,København,Holstebro,2011,7
Kvinder,25-29 år,København,Holstebro,2012,17
Kvinder,25-29 år,København,Holstebro,2013,9
Kvinder,25-29 år,København,Holstebro,2014,20
Kvinder,25-29 år,København,Holstebro,2015,14
Kvinder,25-29 år,København,Holstebro,2016,14
Kvinder,25-29 år,København,Holstebro,2017,12
Kvinder,25-29 år,København,Ikast-Brande,2006,4
Kvinder,25-29 år,København,Ikast-Brande,2007,9
Kvinder,25-29 år,København,Ikast-Brande,2008,4
Kvinder,25-29 år,København,Ikast-Brande,2009,0
Kvinder,25-29 år,København,Ikast-Brande,2010,5
Kvinder,25-29 år,København,Ikast-Brande,2011,3
Kvinder,25-29 år,København,Ikast-Brande,2012,4
Kvinder,25-29 år,København,Ikast-Brande,2013,7
Kvinder,25-29 år,København,Ikast-Brande,2014,7
Kvinder,25-29 år,København,Ikast-Brande,2015,4
Kvinder,25-29 år,København,Ikast-Brande,2016,5
Kvinder,25-29 år,København,Ikast-Brande,2017,9
Kvinder,25-29 år,København,Lemvig,2006,4
Kvinder,25-29 år,København,Lemvig,2007,4
Kvinder,25-29 år,København,Lemvig,2008,5
Kvinder,25-29 år,København,Lemvig,2009,4
Kvinder,25-29 år,København,Lemvig,2010,0
Kvinder,25-29 år,København,Lemvig,2011,5
Kvinder,25-29 år,København,Lemvig,2012,3
Kvinder,25-29 år,København,Lemvig,2013,1
Kvinder,25-29 år,København,Lemvig,2014,2
Kvinder,25-29 år,København,Lemvig,2015,1
Kvinder,25-29 år,København,Lemvig,2016,4
Kvinder,25-29 år,København,Lemvig,2017,4
Kvinder,25-29 år,København,Ringkøbing-Skjern,2006,11
Kvinder,25-29 år,København,Ringkøbing-Skjern,2007,10
Kvinder,25-29 år,København,Ringkøbing-Skjern,2008,7
Kvinder,25-29 år,København,Ringkøbing-Skjern,2009,4
Kvinder,25-29 år,København,Ringkøbing-Skjern,2010,12
Kvinder,25-29 år,København,Ringkøbing-Skjern,2011,17
Kvinder,25-29 år,København,Ringkøbing-Skjern,2012,6
Kvinder,25-29 år,København,Ringkøbing-Skjern,2013,8
Kvinder,25-29 år,København,Ringkøbing-Skjern,2014,10
Kvinder,25-29 år,København,Ringkøbing-Skjern,2015,7
Kvinder,25-29 år,København,Ringkøbing-Skjern,2016,8
Kvinder,25-29 år,København,Ringkøbing-Skjern,2017,12
Kvinder,25-29 år,København,Skive,2006,8
Kvinder,25-29 år,København,Skive,2007,6
Kvinder,25-29 år,København,Skive,2008,5
Kvinder,25-29 år,København,Skive,2009,4
Kvinder,25-29 år,København,Skive,2010,7
Kvinder,25-29 år,København,Skive,2011,7
Kvinder,25-29 år,København,Skive,2012,7
Kvinder,25-29 år,København,Skive,2013,6
Kvinder,25-29 år,København,Skive,2014,8
Kvinder,25-29 år,København,Skive,2015,5
Kvinder,25-29 år,København,Skive,2016,4
Kvinder,25-29 år,København,Skive,2017,13
Kvinder,25-29 år,København,Struer,2006,1
Kvinder,25-29 år,København,Struer,2007,3
Kvinder,25-29 år,København,Struer,2008,1
Kvinder,25-29 år,København,Struer,2009,1
Kvinder,25-29 år,København,Struer,2010,1
Kvinder,25-29 år,København,Struer,2011,1
Kvinder,25-29 år,København,Struer,2012,3
Kvinder,25-29 år,København,Struer,2013,1
Kvinder,25-29 år,København,Struer,2014,5
Kvinder,25-29 år,København,Struer,2015,5
Kvinder,25-29 år,København,Struer,2016,2
Kvinder,25-29 år,København,Struer,2017,1
Kvinder,25-29 år,København,Viborg,2006,17
Kvinder,25-29 år,København,Viborg,2007,25
Kvinder,25-29 år,København,Viborg,2008,21
Kvinder,25-29 år,København,Viborg,2009,17
Kvinder,25-29 år,København,Viborg,2010,17
Kvinder,25-29 år,København,Viborg,2011,21
Kvinder,25-29 år,København,Viborg,2012,18
Kvinder,25-29 år,København,Viborg,2013,27
Kvinder,25-29 år,København,Viborg,2014,14
Kvinder,25-29 år,København,Viborg,2015,14
Kvinder,25-29 år,København,Viborg,2016,36
Kvinder,25-29 år,København,Viborg,2017,20
Kvinder,25-29 år,København,Brønderslev,2006,5
Kvinder,25-29 år,København,Brønderslev,2007,2
Kvinder,25-29 år,København,Brønderslev,2008,1
Kvinder,25-29 år,København,Brønderslev,2009,4
Kvinder,25-29 år,København,Brønderslev,2010,4
Kvinder,25-29 år,København,Brønderslev,2011,1
Kvinder,25-29 år,København,Brønderslev,2012,3
Kvinder,25-29 år,København,Brønderslev,2013,3
Kvinder,25-29 år,København,Brønderslev,2014,2
Kvinder,25-29 år,København,Brønderslev,2015,5
Kvinder,25-29 år,København,Brønderslev,2016,5
Kvinder,25-29 år,København,Brønderslev,2017,5
Kvinder,25-29 år,København,Frederikshavn,2006,4
Kvinder,25-29 år,København,Frederikshavn,2007,9
Kvinder,25-29 år,København,Frederikshavn,2008,3
Kvinder,25-29 år,København,Frederikshavn,2009,7
Kvinder,25-29 år,København,Frederikshavn,2010,11
Kvinder,25-29 år,København,Frederikshavn,2011,5
Kvinder,25-29 år,København,Frederikshavn,2012,8
Kvinder,25-29 år,København,Frederikshavn,2013,10
Kvinder,25-29 år,København,Frederikshavn,2014,12
Kvinder,25-29 år,København,Frederikshavn,2015,10
Kvinder,25-29 år,København,Frederikshavn,2016,11
Kvinder,25-29 år,København,Frederikshavn,2017,11
Kvinder,25-29 år,København,Hjørring,2006,13
Kvinder,25-29 år,København,Hjørring,2007,12
Kvinder,25-29 år,København,Hjørring,2008,14
Kvinder,25-29 år,København,Hjørring,2009,6
Kvinder,25-29 år,København,Hjørring,2010,5
Kvinder,25-29 år,København,Hjørring,2011,9
Kvinder,25-29 år,København,Hjørring,2012,12
Kvinder,25-29 år,København,Hjørring,2013,12
Kvinder,25-29 år,København,Hjørring,2014,12
Kvinder,25-29 år,København,Hjørring,2015,19
Kvinder,25-29 år,København,Hjørring,2016,22
Kvinder,25-29 år,København,Hjørring,2017,10
Kvinder,25-29 år,København,Jammerbugt,2006,4
Kvinder,25-29 år,København,Jammerbugt,2007,4
Kvinder,25-29 år,København,Jammerbugt,2008,13
Kvinder,25-29 år,København,Jammerbugt,2009,3
Kvinder,25-29 år,København,Jammerbugt,2010,6
Kvinder,25-29 år,København,Jammerbugt,2011,5
Kvinder,25-29 år,København,Jammerbugt,2012,2
Kvinder,25-29 år,København,Jammerbugt,2013,6
Kvinder,25-29 år,København,Jammerbugt,2014,4
Kvinder,25-29 år,København,Jammerbugt,2015,2
Kvinder,25-29 år,København,Jammerbugt,2016,7
Kvinder,25-29 år,København,Jammerbugt,2017,8
Kvinder,25-29 år,København,Læsø,2006,0
Kvinder,25-29 år,København,Læsø,2007,0
Kvinder,25-29 år,København,Læsø,2008,0
Kvinder,25-29 år,København,Læsø,2009,1
Kvinder,25-29 år,København,Læsø,2010,0
Kvinder,25-29 år,København,Læsø,2011,0
Kvinder,25-29 år,København,Læsø,2012,0
Kvinder,25-29 år,København,Læsø,2013,0
Kvinder,25-29 år,København,Læsø,2014,1
Kvinder,25-29 år,København,Læsø,2015,2
Kvinder,25-29 år,København,Læsø,2016,0
Kvinder,25-29 år,København,Læsø,2017,0
Kvinder,25-29 år,København,Mariagerfjord,2006,8
Kvinder,25-29 år,København,Mariagerfjord,2007,11
Kvinder,25-29 år,København,Mariagerfjord,2008,8
Kvinder,25-29 år,København,Mariagerfjord,2009,3
Kvinder,25-29 år,København,Mariagerfjord,2010,3
Kvinder,25-29 år,København,Mariagerfjord,2011,3
Kvinder,25-29 år,København,Mariagerfjord,2012,8
Kvinder,25-29 år,København,Mariagerfjord,2013,8
Kvinder,25-29 år,København,Mariagerfjord,2014,7
Kvinder,25-29 år,København,Mariagerfjord,2015,7
Kvinder,25-29 år,København,Mariagerfjord,2016,3
Kvinder,25-29 år,København,Mariagerfjord,2017,4
Kvinder,25-29 år,København,Morsø,2006,2
Kvinder,25-29 år,København,Morsø,2007,2
Kvinder,25-29 år,København,Morsø,2008,2
Kvinder,25-29 år,København,Morsø,2009,0
Kvinder,25-29 år,København,Morsø,2010,3
Kvinder,25-29 år,København,Morsø,2011,2
Kvinder,25-29 år,København,Morsø,2012,0
Kvinder,25-29 år,København,Morsø,2013,1
Kvinder,25-29 år,København,Morsø,2014,3
Kvinder,25-29 år,København,Morsø,2015,4
Kvinder,25-29 år,København,Morsø,2016,1
Kvinder,25-29 år,København,Morsø,2017,0
Kvinder,25-29 år,København,Rebild,2006,2
Kvinder,25-29 år,København,Rebild,2007,4
Kvinder,25-29 år,København,Rebild,2008,7
Kvinder,25-29 år,København,Rebild,2009,7
Kvinder,25-29 år,København,Rebild,2010,5
Kvinder,25-29 år,København,Rebild,2011,3
Kvinder,25-29 år,København,Rebild,2012,4
Kvinder,25-29 år,København,Rebild,2013,3
Kvinder,25-29 år,København,Rebild,2014,0
Kvinder,25-29 år,København,Rebild,2015,3
Kvinder,25-29 år,København,Rebild,2016,2
Kvinder,25-29 år,København,Rebild,2017,2
Kvinder,25-29 år,København,Thisted,2006,8
Kvinder,25-29 år,København,Thisted,2007,9
Kvinder,25-29 år,København,Thisted,2008,7
Kvinder,25-29 år,København,Thisted,2009,5
Kvinder,25-29 år,København,Thisted,2010,5
Kvinder,25-29 år,København,Thisted,2011,7
Kvinder,25-29 år,København,Thisted,2012,6
Kvinder,25-29 år,København,Thisted,2013,6
Kvinder,25-29 år,København,Thisted,2014,14
Kvinder,25-29 år,København,Thisted,2015,12
Kvinder,25-29 år,København,Thisted,2016,16
Kvinder,25-29 år,København,Thisted,2017,9
Kvinder,25-29 år,København,Vesthimmerlands,2006,3
Kvinder,25-29 år,København,Vesthimmerlands,2007,4
Kvinder,25-29 år,København,Vesthimmerlands,2008,4
Kvinder,25-29 år,København,Vesthimmerlands,2009,2
Kvinder,25-29 år,København,Vesthimmerlands,2010,3
Kvinder,25-29 år,København,Vesthimmerlands,2011,1
Kvinder,25-29 år,København,Vesthimmerlands,2012,3
Kvinder,25-29 år,København,Vesthimmerlands,2013,6
Kvinder,25-29 år,København,Vesthimmerlands,2014,4
Kvinder,25-29 år,København,Vesthimmerlands,2015,6
Kvinder,25-29 år,København,Vesthimmerlands,2016,5
Kvinder,25-29 år,København,Vesthimmerlands,2017,7
Kvinder,25-29 år,København,Aalborg,2006,66
Kvinder,25-29 år,København,Aalborg,2007,71
Kvinder,25-29 år,København,Aalborg,2008,54
Kvinder,25-29 år,København,Aalborg,2009,53
Kvinder,25-29 år,København,Aalborg,2010,58
Kvinder,25-29 år,København,Aalborg,2011,63
Kvinder,25-29 år,København,Aalborg,2012,66
Kvinder,25-29 år,København,Aalborg,2013,65
Kvinder,25-29 år,København,Aalborg,2014,76
Kvinder,25-29 år,København,Aalborg,2015,73
Kvinder,25-29 år,København,Aalborg,2016,93
Kvinder,25-29 år,København,Aalborg,2017,86
Kvinder,25-29 år,Frederiksberg,København,2006,815
Kvinder,25-29 år,Frederiksberg,København,2007,831
Kvinder,25-29 år,Frederiksberg,København,2008,734
Kvinder,25-29 år,Frederiksberg,København,2009,759
Kvinder,25-29 år,Frederiksberg,København,2010,801
Kvinder,25-29 år,Frederiksberg,København,2011,822
Kvinder,25-29 år,Frederiksberg,København,2012,835
Kvinder,25-29 år,Frederiksberg,København,2013,954
Kvinder,25-29 år,Frederiksberg,København,2014,1075
Kvinder,25-29 år,Frederiksberg,København,2015,1111
Kvinder,25-29 år,Frederiksberg,København,2016,1066
Kvinder,25-29 år,Frederiksberg,København,2017,1069
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2006,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2007,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2008,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2009,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2010,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2011,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2012,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2013,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2014,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2015,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2016,0
Kvinder,25-29 år,Frederiksberg,Frederiksberg,2017,0
Kvinder,25-29 år,Frederiksberg,Dragør,2006,3
Kvinder,25-29 år,Frederiksberg,Dragør,2007,5
Kvinder,25-29 år,Frederiksberg,Dragør,2008,1
Kvinder,25-29 år,Frederiksberg,Dragør,2009,1
Kvinder,25-29 år,Frederiksberg,Dragør,2010,3
Kvinder,25-29 år,Frederiksberg,Dragør,2011,4
Kvinder,25-29 år,Frederiksberg,Dragør,2012,0
Kvinder,25-29 år,Frederiksberg,Dragør,2013,3
Kvinder,25-29 år,Frederiksberg,Dragør,2014,2
Kvinder,25-29 år,Frederiksberg,Dragør,2015,1
Kvinder,25-29 år,Frederiksberg,Dragør,2016,1
Kvinder,25-29 år,Frederiksberg,Dragør,2017,2
Kvinder,25-29 år,Frederiksberg,Tårnby,2006,10
Kvinder,25-29 år,Frederiksberg,Tårnby,2007,5
Kvinder,25-29 år,Frederiksberg,Tårnby,2008,6
Kvinder,25-29 år,Frederiksberg,Tårnby,2009,2
Kvinder,25-29 år,Frederiksberg,Tårnby,2010,3
Kvinder,25-29 år,Frederiksberg,Tårnby,2011,6
Kvinder,25-29 år,Frederiksberg,Tårnby,2012,10
Kvinder,25-29 år,Frederiksberg,Tårnby,2013,8
Kvinder,25-29 år,Frederiksberg,Tårnby,2014,4
Kvinder,25-29 år,Frederiksberg,Tårnby,2015,6
Kvinder,25-29 år,Frederiksberg,Tårnby,2016,12
Kvinder,25-29 år,Frederiksberg,Tårnby,2017,8
Kvinder,25-29 år,Frederiksberg,Albertslund,2006,7
Kvinder,25-29 år,Frederiksberg,Albertslund,2007,6
Kvinder,25-29 år,Frederiksberg,Albertslund,2008,6
Kvinder,25-29 år,Frederiksberg,Albertslund,2009,1
Kvinder,25-29 år,Frederiksberg,Albertslund,2010,5
Kvinder,25-29 år,Frederiksberg,Albertslund,2011,7
Kvinder,25-29 år,Frederiksberg,Albertslund,2012,5
Kvinder,25-29 år,Frederiksberg,Albertslund,2013,5
Kvinder,25-29 år,Frederiksberg,Albertslund,2014,6
Kvinder,25-29 år,Frederiksberg,Albertslund,2015,5
Kvinder,25-29 år,Frederiksberg,Albertslund,2016,3
Kvinder,25-29 år,Frederiksberg,Albertslund,2017,4
Kvinder,25-29 år,Frederiksberg,Ballerup,2006,10
Kvinder,25-29 år,Frederiksberg,Ballerup,2007,9
Kvinder,25-29 år,Frederiksberg,Ballerup,2008,8
Kvinder,25-29 år,Frederiksberg,Ballerup,2009,4
Kvinder,25-29 år,Frederiksberg,Ballerup,2010,8
Kvinder,25-29 år,Frederiksberg,Ballerup,2011,6
Kvinder,25-29 år,Frederiksberg,Ballerup,2012,3
Kvinder,25-29 år,Frederiksberg,Ballerup,2013,8
Kvinder,25-29 år,Frederiksberg,Ballerup,2014,14
Kvinder,25-29 år,Frederiksberg,Ballerup,2015,14
Kvinder,25-29 år,Frederiksberg,Ballerup,2016,10
Kvinder,25-29 år,Frederiksberg,Ballerup,2017,9
Kvinder,25-29 år,Frederiksberg,Brøndby,2006,5
Kvinder,25-29 år,Frederiksberg,Brøndby,2007,2
Kvinder,25-29 år,Frederiksberg,Brøndby,2008,8
Kvinder,25-29 år,Frederiksberg,Brøndby,2009,6
Kvinder,25-29 år,Frederiksberg,Brøndby,2010,8
Kvinder,25-29 år,Frederiksberg,Brøndby,2011,6
Kvinder,25-29 år,Frederiksberg,Brøndby,2012,2
Kvinder,25-29 år,Frederiksberg,Brøndby,2013,4
Kvinder,25-29 år,Frederiksberg,Brøndby,2014,9
Kvinder,25-29 år,Frederiksberg,Brøndby,2015,6
Kvinder,25-29 år,Frederiksberg,Brøndby,2016,3
Kvinder,25-29 år,Frederiksberg,Brøndby,2017,5
Kvinder,25-29 år,Frederiksberg,Gentofte,2006,31
Kvinder,25-29 år,Frederiksberg,Gentofte,2007,35
Kvinder,25-29 år,Frederiksberg,Gentofte,2008,27
Kvinder,25-29 år,Frederiksberg,Gentofte,2009,27
Kvinder,25-29 år,Frederiksberg,Gentofte,2010,19
Kvinder,25-29 år,Frederiksberg,Gentofte,2011,32
Kvinder,25-29 år,Frederiksberg,Gentofte,2012,34
Kvinder,25-29 år,Frederiksberg,Gentofte,2013,36
Kvinder,25-29 år,Frederiksberg,Gentofte,2014,37
Kvinder,25-29 år,Frederiksberg,Gentofte,2015,37
Kvinder,25-29 år,Frederiksberg,Gentofte,2016,24
Kvinder,25-29 år,Frederiksberg,Gentofte,2017,47
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2006,22
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2007,23
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2008,17
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2009,16
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2010,20
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2011,18
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2012,22
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2013,12
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2014,23
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2015,20
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2016,33
Kvinder,25-29 år,Frederiksberg,Gladsaxe,2017,32
Kvinder,25-29 år,Frederiksberg,Glostrup,2006,3
Kvinder,25-29 år,Frederiksberg,Glostrup,2007,5
Kvinder,25-29 år,Frederiksberg,Glostrup,2008,7
Kvinder,25-29 år,Frederiksberg,Glostrup,2009,5
Kvinder,25-29 år,Frederiksberg,Glostrup,2010,8
Kvinder,25-29 år,Frederiksberg,Glostrup,2011,5
Kvinder,25-29 år,Frederiksberg,Glostrup,2012,10
Kvinder,25-29 år,Frederiksberg,Glostrup,2013,6
Kvinder,25-29 år,Frederiksberg,Glostrup,2014,2
Kvinder,25-29 år,Frederiksberg,Glostrup,2015,4
Kvinder,25-29 år,Frederiksberg,Glostrup,2016,9
Kvinder,25-29 år,Frederiksberg,Glostrup,2017,5
Kvinder,25-29 år,Frederiksberg,Herlev,2006,3
Kvinder,25-29 år,Frederiksberg,Herlev,2007,6
Kvinder,25-29 år,Frederiksberg,Herlev,2008,2
Kvinder,25-29 år,Frederiksberg,Herlev,2009,11
Kvinder,25-29 år,Frederiksberg,Herlev,2010,4
Kvinder,25-29 år,Frederiksberg,Herlev,2011,8
Kvinder,25-29 år,Frederiksberg,Herlev,2012,8
Kvinder,25-29 år,Frederiksberg,Herlev,2013,9
Kvinder,25-29 år,Frederiksberg,Herlev,2014,7
Kvinder,25-29 år,Frederiksberg,Herlev,2015,10
Kvinder,25-29 år,Frederiksberg,Herlev,2016,12
Kvinder,25-29 år,Frederiksberg,Herlev,2017,7
Kvinder,25-29 år,Frederiksberg,Hvidovre,2006,18
Kvinder,25-29 år,Frederiksberg,Hvidovre,2007,16
Kvinder,25-29 år,Frederiksberg,Hvidovre,2008,13
Kvinder,25-29 år,Frederiksberg,Hvidovre,2009,29
Kvinder,25-29 år,Frederiksberg,Hvidovre,2010,12
Kvinder,25-29 år,Frederiksberg,Hvidovre,2011,15
Kvinder,25-29 år,Frederiksberg,Hvidovre,2012,13
Kvinder,25-29 år,Frederiksberg,Hvidovre,2013,18
Kvinder,25-29 år,Frederiksberg,Hvidovre,2014,17
Kvinder,25-29 år,Frederiksberg,Hvidovre,2015,24
Kvinder,25-29 år,Frederiksberg,Hvidovre,2016,20
Kvinder,25-29 år,Frederiksberg,Hvidovre,2017,21
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2006,8
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2007,11
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2008,12
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2009,10
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2010,8
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2011,2
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2012,9
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2013,7
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2014,8
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2015,15
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2016,10
Kvinder,25-29 år,Frederiksberg,Høje-Taastrup,2017,11
Kvinder,25-29 år,Frederiksberg,Ishøj,2006,2
Kvinder,25-29 år,Frederiksberg,Ishøj,2007,4
Kvinder,25-29 år,Frederiksberg,Ishøj,2008,0
Kvinder,25-29 år,Frederiksberg,Ishøj,2009,3
Kvinder,25-29 år,Frederiksberg,Ishøj,2010,0
Kvinder,25-29 år,Frederiksberg,Ishøj,2011,3
Kvinder,25-29 år,Frederiksberg,Ishøj,2012,0
Kvinder,25-29 år,Frederiksberg,Ishøj,2013,2
Kvinder,25-29 år,Frederiksberg,Ishøj,2014,5
Kvinder,25-29 år,Frederiksberg,Ishøj,2015,2
Kvinder,25-29 år,Frederiksberg,Ishøj,2016,3
Kvinder,25-29 år,Frederiksberg,Ishøj,2017,5
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2006,14
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2007,16
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2008,13
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2009,7
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2010,22
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2011,8
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2012,17
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2013,19
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2014,14
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2015,18
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2016,21
Kvinder,25-29 år,Frederiksberg,Lyngby-Taarbæk,2017,20
Kvinder,25-29 år,Frederiksberg,Rødovre,2006,17
Kvinder,25-29 år,Frederiksberg,Rødovre,2007,15
Kvinder,25-29 år,Frederiksberg,Rødovre,2008,12
Kvinder,25-29 år,Frederiksberg,Rødovre,2009,13
Kvinder,25-29 år,Frederiksberg,Rødovre,2010,9
Kvinder,25-29 år,Frederiksberg,Rødovre,2011,20
Kvinder,25-29 år,Frederiksberg,Rødovre,2012,19
Kvinder,25-29 år,Frederiksberg,Rødovre,2013,11
Kvinder,25-29 år,Frederiksberg,Rødovre,2014,16
Kvinder,25-29 år,Frederiksberg,Rødovre,2015,18
Kvinder,25-29 år,Frederiksberg,Rødovre,2016,16
Kvinder,25-29 år,Frederiksberg,Rødovre,2017,18
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2006,2
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2007,4
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2008,10
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2009,8
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2010,6
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2011,3
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2012,3
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2013,6
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2014,3
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2015,6
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2016,8
Kvinder,25-29 år,Frederiksberg,Vallensbæk,2017,6
Kvinder,25-29 år,Frederiksberg,Allerød,2006,5
Kvinder,25-29 år,Frederiksberg,Allerød,2007,2
Kvinder,25-29 år,Frederiksberg,Allerød,2008,3
Kvinder,25-29 år,Frederiksberg,Allerød,2009,4
Kvinder,25-29 år,Frederiksberg,Allerød,2010,4
Kvinder,25-29 år,Frederiksberg,Allerød,2011,2
Kvinder,25-29 år,Frederiksberg,Allerød,2012,8
Kvinder,25-29 år,Frederiksberg,Allerød,2013,4
Kvinder,25-29 år,Frederiksberg,Allerød,2014,8
Kvinder,25-29 år,Frederiksberg,Allerød,2015,4
Kvinder,25-29 år,Frederiksberg,Allerød,2016,5
Kvinder,25-29 år,Frederiksberg,Allerød,2017,2
Kvinder,25-29 år,Frederiksberg,Egedal,2006,8
Kvinder,25-29 år,Frederiksberg,Egedal,2007,11
Kvinder,25-29 år,Frederiksberg,Egedal,2008,9
Kvinder,25-29 år,Frederiksberg,Egedal,2009,6
Kvinder,25-29 år,Frederiksberg,Egedal,2010,0
Kvinder,25-29 år,Frederiksberg,Egedal,2011,12
Kvinder,25-29 år,Frederiksberg,Egedal,2012,10
Kvinder,25-29 år,Frederiksberg,Egedal,2013,7
Kvinder,25-29 år,Frederiksberg,Egedal,2014,8
Kvinder,25-29 år,Frederiksberg,Egedal,2015,10
