koen_id,aldersgruppe_id,fra_flytnings_kommune,til_flytnings_kommune,aarstal,antal_flyttede
K,26,22,2,2011,3
K,26,22,2,2012,2
K,26,22,2,2013,1
K,26,22,2,2014,0
K,26,22,2,2015,2
K,26,22,2,2016,3
K,26,22,2,2017,3
K,26,22,1,2006,8
K,26,22,1,2007,10
K,26,22,1,2008,10
K,26,22,1,2009,7
K,26,22,1,2010,20
K,26,22,1,2011,8
K,26,22,1,2012,8
K,26,22,1,2013,10
K,26,22,1,2014,13
K,26,22,1,2015,10
K,26,22,1,2016,17
K,26,22,1,2017,10
K,26,8,2,2006,8
K,26,8,2,2007,13
K,26,8,2,2008,6
K,26,8,2,2009,9
K,26,8,2,2010,7
K,26,8,2,2011,7
K,26,8,2,2012,13
K,26,8,2,2013,8
K,26,8,2,2014,6
K,26,8,2,2015,7
K,26,8,2,2016,7
K,26,8,2,2017,8
K,26,8,1,2006,45
K,26,8,1,2007,49
K,26,8,1,2008,46
K,26,8,1,2009,42
K,26,8,1,2010,65
K,26,8,1,2011,55
K,26,8,1,2012,62
K,26,8,1,2013,56
K,26,8,1,2014,58
K,26,8,1,2015,73
K,26,8,1,2016,69
K,26,8,1,2017,59
K,26,9,2,2006,2
K,26,9,2,2007,3
K,26,9,2,2008,1
K,26,9,2,2009,4
K,26,9,2,2010,6
K,26,9,2,2011,12
K,26,9,2,2012,7
K,26,9,2,2013,0
K,26,9,2,2014,4
K,26,9,2,2015,8
K,26,9,2,2016,4
K,26,9,2,2017,3
K,26,9,1,2006,22
K,26,9,1,2007,18
K,26,9,1,2008,28
K,26,9,1,2009,32
K,26,9,1,2010,32
K,26,9,1,2011,29
K,26,9,1,2012,28
K,26,9,1,2013,34
K,26,9,1,2014,25
K,26,9,1,2015,27
K,26,9,1,2016,38
K,26,9,1,2017,29
K,26,10,2,2006,2
K,26,10,2,2007,2
K,26,10,2,2008,1
K,26,10,2,2009,2
K,26,10,2,2010,1
K,26,10,2,2011,1
K,26,10,2,2012,1
K,26,10,2,2013,0
K,26,10,2,2014,2
K,26,10,2,2015,1
K,26,10,2,2016,0
K,26,10,2,2017,1
K,26,10,1,2006,3
K,26,10,1,2007,5
K,26,10,1,2008,5
K,26,10,1,2009,4
K,26,10,1,2010,1
K,26,10,1,2011,4
K,26,10,1,2012,7
K,26,10,1,2013,16
K,26,10,1,2014,5
K,26,10,1,2015,12
K,26,10,1,2016,11
K,26,10,1,2017,10
K,26,31,2,2006,2
K,26,31,2,2007,1
K,26,31,2,2008,3
K,26,31,2,2009,1
K,26,31,2,2010,3
K,26,31,2,2011,2
K,26,31,2,2012,2
K,26,31,2,2013,0
K,26,31,2,2014,1
K,26,31,2,2015,0
K,26,31,2,2016,0
K,26,31,2,2017,2
K,26,31,1,2006,11
K,26,31,1,2007,11
K,26,31,1,2008,7
K,26,31,1,2009,11
K,26,31,1,2010,12
K,26,31,1,2011,8
K,26,31,1,2012,10
K,26,31,1,2013,11
K,26,31,1,2014,13
K,26,31,1,2015,16
K,26,31,1,2016,9
K,26,31,1,2017,17
K,26,23,2,2006,0
K,26,23,2,2007,0
K,26,23,2,2008,0
K,26,23,2,2009,0
K,26,23,2,2010,1
K,26,23,2,2011,1
K,26,23,2,2012,2
K,26,23,2,2013,1
K,26,23,2,2014,1
K,26,23,2,2015,2
K,26,23,2,2016,1
K,26,23,2,2017,0
K,26,23,1,2006,7
K,26,23,1,2007,9
K,26,23,1,2008,7
K,26,23,1,2009,8
K,26,23,1,2010,9
K,26,23,1,2011,15
K,26,23,1,2012,3
K,26,23,1,2013,8
K,26,23,1,2014,9
K,26,23,1,2015,7
K,26,23,1,2016,11
K,26,23,1,2017,8
K,26,37,2,2006,2
K,26,37,2,2007,0
K,26,37,2,2008,2
K,26,37,2,2009,1
K,26,37,2,2010,0
K,26,37,2,2011,0
K,26,37,2,2012,0
K,26,37,2,2013,0
K,26,37,2,2014,0
K,26,37,2,2015,1
K,26,37,2,2016,0
K,26,37,2,2017,1
K,26,37,1,2006,10
K,26,37,1,2007,8
K,26,37,1,2008,5
K,26,37,1,2009,5
K,26,37,1,2010,5
K,26,37,1,2011,7
K,26,37,1,2012,10
K,26,37,1,2013,2
K,26,37,1,2014,6
K,26,37,1,2015,3
K,26,37,1,2016,8
K,26,37,1,2017,4
K,26,62,2,2006,0
K,26,62,2,2007,0
K,26,62,2,2008,0
K,26,62,2,2009,0
K,26,62,2,2010,0
K,26,62,2,2011,0
K,26,62,2,2012,0
K,26,62,2,2013,0
K,26,62,2,2014,0
K,26,62,2,2015,0
K,26,62,2,2016,0
K,26,62,2,2017,0
K,26,62,1,2006,1
K,26,62,1,2007,0
K,26,62,1,2008,5
K,26,62,1,2009,3
K,26,62,1,2010,2
K,26,62,1,2011,0
K,26,62,1,2012,2
K,26,62,1,2013,0
K,26,62,1,2014,2
K,26,62,1,2015,1
K,26,62,1,2016,1
K,26,62,1,2017,1
K,26,24,2,2006,0
K,26,24,2,2007,0
K,26,24,2,2008,1
K,26,24,2,2009,0
K,26,24,2,2010,0
K,26,24,2,2011,0
K,26,24,2,2012,0
K,26,24,2,2013,0
K,26,24,2,2014,1
K,26,24,2,2015,2
K,26,24,2,2016,3
K,26,24,2,2017,2
K,26,24,1,2006,4
K,26,24,1,2007,5
K,26,24,1,2008,8
K,26,24,1,2009,1
K,26,24,1,2010,10
K,26,24,1,2011,6
K,26,24,1,2012,8
K,26,24,1,2013,4
K,26,24,1,2014,5
K,26,24,1,2015,6
K,26,24,1,2016,4
K,26,24,1,2017,5
K,26,71,2,2006,0
K,26,71,2,2007,0
K,26,71,2,2008,0
K,26,71,2,2009,0
K,26,71,2,2010,0
K,26,71,2,2011,0
K,26,71,2,2012,0
K,26,71,2,2013,0
K,26,71,2,2014,0
K,26,71,2,2015,0
K,26,71,2,2016,0
K,26,71,2,2017,1
K,26,71,1,2006,0
K,26,71,1,2007,2
K,26,71,1,2008,1
K,26,71,1,2009,1
K,26,71,1,2010,1
K,26,71,1,2011,2
K,26,71,1,2012,0
K,26,71,1,2013,0
K,26,71,1,2014,0
K,26,71,1,2015,0
K,26,71,1,2016,1
K,26,71,1,2017,0
K,26,25,2,2006,3
K,26,25,2,2007,1
K,26,25,2,2008,2
K,26,25,2,2009,2
K,26,25,2,2010,2
K,26,25,2,2011,2
K,26,25,2,2012,1
K,26,25,2,2013,5
K,26,25,2,2014,2
K,26,25,2,2015,0
K,26,25,2,2016,0
K,26,25,2,2017,1
K,26,25,1,2006,12
K,26,25,1,2007,9
K,26,25,1,2008,13
K,26,25,1,2009,15
K,26,25,1,2010,10
K,26,25,1,2011,4
K,26,25,1,2012,17
K,26,25,1,2013,17
K,26,25,1,2014,12
K,26,25,1,2015,14
K,26,25,1,2016,9
K,26,25,1,2017,8
K,26,11,2,2006,1
K,26,11,2,2007,2
K,26,11,2,2008,1
K,26,11,2,2009,2
K,26,11,2,2010,3
K,26,11,2,2011,0
K,26,11,2,2012,2
K,26,11,2,2013,1
K,26,11,2,2014,2
K,26,11,2,2015,2
K,26,11,2,2016,2
K,26,11,2,2017,3
K,26,11,1,2006,5
K,26,11,1,2007,6
K,26,11,1,2008,9
K,26,11,1,2009,5
K,26,11,1,2010,14
K,26,11,1,2011,9
K,26,11,1,2012,8
K,26,11,1,2013,8
K,26,11,1,2014,14
K,26,11,1,2015,11
K,26,11,1,2016,9
K,26,11,1,2017,10
K,26,81,2,2006,1
K,26,81,2,2007,0
K,26,81,2,2008,0
K,26,81,2,2009,0
K,26,81,2,2010,0
K,26,81,2,2011,0
K,26,81,2,2012,1
K,26,81,2,2013,0
K,26,81,2,2014,0
K,26,81,2,2015,0
K,26,81,2,2016,0
K,26,81,2,2017,1
K,26,81,1,2006,5
K,26,81,1,2007,1
K,26,81,1,2008,2
K,26,81,1,2009,1
K,26,81,1,2010,4
K,26,81,1,2011,4
K,26,81,1,2012,1
K,26,81,1,2013,3
K,26,81,1,2014,2
K,26,81,1,2015,5
K,26,81,1,2016,1
K,26,81,1,2017,5
K,26,26,2,2006,4
K,26,26,2,2007,2
K,26,26,2,2008,1
K,26,26,2,2009,0
K,26,26,2,2010,0
K,26,26,2,2011,3
K,26,26,2,2012,3
K,26,26,2,2013,3
K,26,26,2,2014,2
K,26,26,2,2015,3
K,26,26,2,2016,1
K,26,26,2,2017,3
K,26,26,1,2006,10
K,26,26,1,2007,6
K,26,26,1,2008,14
K,26,26,1,2009,9
K,26,26,1,2010,8
K,26,26,1,2011,12
K,26,26,1,2012,6
K,26,26,1,2013,15
K,26,26,1,2014,12
K,26,26,1,2015,6
K,26,26,1,2016,8
K,26,26,1,2017,7
K,26,91,2,2006,1
K,26,91,2,2007,1
K,26,91,2,2008,0
K,26,91,2,2009,0
K,26,91,2,2010,1
K,26,91,2,2011,0
K,26,91,2,2012,0
K,26,91,2,2013,0
K,26,91,2,2014,1
K,26,91,2,2015,3
K,26,91,2,2016,0
K,26,91,2,2017,0
K,26,91,1,2006,3
K,26,91,1,2007,1
K,26,91,1,2008,0
K,26,91,1,2009,3
K,26,91,1,2010,1
K,26,91,1,2011,2
K,26,91,1,2012,0
K,26,91,1,2013,6
K,26,91,1,2014,0
K,26,91,1,2015,2
K,26,91,1,2016,1
K,26,91,1,2017,4
K,26,38,2,2006,3
K,26,38,2,2007,0
K,26,38,2,2008,0
K,26,38,2,2009,0
K,26,38,2,2010,3
K,26,38,2,2011,2
K,26,38,2,2012,1
K,26,38,2,2013,3
K,26,38,2,2014,1
K,26,38,2,2015,2
K,26,38,2,2016,1
K,26,38,2,2017,0
K,26,38,1,2006,5
K,26,38,1,2007,15
K,26,38,1,2008,9
K,26,38,1,2009,4
K,26,38,1,2010,14
K,26,38,1,2011,10
K,26,38,1,2012,11
K,26,38,1,2013,7
K,26,38,1,2014,8
K,26,38,1,2015,7
K,26,38,1,2016,7
K,26,38,1,2017,5
K,26,82,2,2006,0
K,26,82,2,2007,0
K,26,82,2,2008,1
K,26,82,2,2009,0
K,26,82,2,2010,0
K,26,82,2,2011,0
K,26,82,2,2012,0
K,26,82,2,2013,0
K,26,82,2,2014,1
K,26,82,2,2015,0
K,26,82,2,2016,0
K,26,82,2,2017,0
K,26,82,1,2006,0
K,26,82,1,2007,2
K,26,82,1,2008,5
K,26,82,1,2009,2
K,26,82,1,2010,4
K,26,82,1,2011,3
K,26,82,1,2012,2
K,26,82,1,2013,1
K,26,82,1,2014,0
K,26,82,1,2015,2
K,26,82,1,2016,0
K,26,82,1,2017,1
K,26,72,2,2006,1
K,26,72,2,2007,1
K,26,72,2,2008,0
K,26,72,2,2009,0
K,26,72,2,2010,0
K,26,72,2,2011,0
K,26,72,2,2012,0
K,26,72,2,2013,0
K,26,72,2,2014,1
K,26,72,2,2015,0
K,26,72,2,2016,1
K,26,72,2,2017,0
K,26,72,1,2006,1
K,26,72,1,2007,3
K,26,72,1,2008,0
K,26,72,1,2009,4
K,26,72,1,2010,3
K,26,72,1,2011,4
K,26,72,1,2012,2
K,26,72,1,2013,3
K,26,72,1,2014,2
K,26,72,1,2015,3
K,26,72,1,2016,5
K,26,72,1,2017,3
K,26,12,2,2006,4
K,26,12,2,2007,3
K,26,12,2,2008,3
K,26,12,2,2009,2
K,26,12,2,2010,5
K,26,12,2,2011,5
K,26,12,2,2012,0
K,26,12,2,2013,8
K,26,12,2,2014,6
K,26,12,2,2015,7
K,26,12,2,2016,3
K,26,12,2,2017,2
K,26,12,1,2006,12
K,26,12,1,2007,25
K,26,12,1,2008,23
K,26,12,1,2009,16
K,26,12,1,2010,32
K,26,12,1,2011,20
K,26,12,1,2012,28
K,26,12,1,2013,26
K,26,12,1,2014,35
K,26,12,1,2015,37
K,26,12,1,2016,32
K,26,12,1,2017,22
K,26,13,2,2006,4
K,26,13,2,2007,2
K,26,13,2,2008,1
K,26,13,2,2009,0
K,26,13,2,2010,1
K,26,13,2,2011,4
K,26,13,2,2012,2
K,26,13,2,2013,3
K,26,13,2,2014,1
K,26,13,2,2015,3
K,26,13,2,2016,1
K,26,13,2,2017,1
K,26,13,1,2006,13
K,26,13,1,2007,6
K,26,13,1,2008,16
K,26,13,1,2009,13
K,26,13,1,2010,14
K,26,13,1,2011,14
K,26,13,1,2012,15
K,26,13,1,2013,8
K,26,13,1,2014,11
K,26,13,1,2015,19
K,26,13,1,2016,19
K,26,13,1,2017,21
K,26,27,2,2006,1
K,26,27,2,2007,2
K,26,27,2,2008,1
K,26,27,2,2009,0
K,26,27,2,2010,1
K,26,27,2,2011,2
K,26,27,2,2012,1
K,26,27,2,2013,0
K,26,27,2,2014,1
K,26,27,2,2015,2
K,26,27,2,2016,1
K,26,27,2,2017,0
K,26,27,1,2006,8
K,26,27,1,2007,8
K,26,27,1,2008,6
K,26,27,1,2009,8
K,26,27,1,2010,5
K,26,27,1,2011,6
K,26,27,1,2012,3
K,26,27,1,2013,5
K,26,27,1,2014,8
K,26,27,1,2015,10
K,26,27,1,2016,4
K,26,27,1,2017,4
K,26,83,2,2006,0
K,26,83,2,2007,0
K,26,83,2,2008,0
K,26,83,2,2009,1
K,26,83,2,2010,0
K,26,83,2,2011,1
K,26,83,2,2012,1
K,26,83,2,2013,0
K,26,83,2,2014,0
K,26,83,2,2015,0
K,26,83,2,2016,0
K,26,83,2,2017,0
K,26,83,1,2006,0
K,26,83,1,2007,0
K,26,83,1,2008,1
K,26,83,1,2009,1
K,26,83,1,2010,0
K,26,83,1,2011,1
K,26,83,1,2012,0
K,26,83,1,2013,0
K,26,83,1,2014,2
K,26,83,1,2015,0
K,26,83,1,2016,3
K,26,83,1,2017,0
K,26,14,2,2006,1
K,26,14,2,2007,1
K,26,14,2,2008,0
K,26,14,2,2009,0
K,26,14,2,2010,1
K,26,14,2,2011,0
K,26,14,2,2012,2
K,26,14,2,2013,0
K,26,14,2,2014,1
K,26,14,2,2015,0
K,26,14,2,2016,1
K,26,14,2,2017,3
K,26,14,1,2006,4
K,26,14,1,2007,3
K,26,14,1,2008,7
K,26,14,1,2009,8
K,26,14,1,2010,4
K,26,14,1,2011,7
K,26,14,1,2012,13
K,26,14,1,2013,7
K,26,14,1,2014,6
K,26,14,1,2015,9
K,26,14,1,2016,10
K,26,14,1,2017,5
K,26,92,2,2006,0
K,26,92,2,2007,0
K,26,92,2,2008,0
K,26,92,2,2009,0
K,26,92,2,2010,2
K,26,92,2,2011,0
K,26,92,2,2012,0
K,26,92,2,2013,0
K,26,92,2,2014,0
K,26,92,2,2015,0
K,26,92,2,2016,0
K,26,92,2,2017,0
K,26,92,1,2006,0
K,26,92,1,2007,1
K,26,92,1,2008,0
K,26,92,1,2009,1
K,26,92,1,2010,0
K,26,92,1,2011,0
K,26,92,1,2012,1
K,26,92,1,2013,0
K,26,92,1,2014,1
K,26,92,1,2015,0
K,26,92,1,2016,1
K,26,92,1,2017,0
K,26,39,2,2006,1
K,26,39,2,2007,0
K,26,39,2,2008,1
K,26,39,2,2009,1
K,26,39,2,2010,0
K,26,39,2,2011,1
K,26,39,2,2012,1
K,26,39,2,2013,1
K,26,39,2,2014,2
K,26,39,2,2015,0
K,26,39,2,2016,0
K,26,39,2,2017,1
K,26,39,1,2006,6
K,26,39,1,2007,6
K,26,39,1,2008,7
K,26,39,1,2009,1
K,26,39,1,2010,5
K,26,39,1,2011,3
K,26,39,1,2012,4
K,26,39,1,2013,6
K,26,39,1,2014,6
K,26,39,1,2015,3
K,26,39,1,2016,5
K,26,39,1,2017,3
K,26,50,2,2006,0
K,26,50,2,2007,0
K,26,50,2,2008,0
K,26,50,2,2009,0
K,26,50,2,2010,0
K,26,50,2,2011,0
K,26,50,2,2012,0
K,26,50,2,2013,0
K,26,50,2,2014,0
K,26,50,2,2015,1
K,26,50,2,2016,1
K,26,50,2,2017,0
K,26,50,1,2006,1
K,26,50,1,2007,0
K,26,50,1,2008,1
K,26,50,1,2009,0
K,26,50,1,2010,1
K,26,50,1,2011,0
K,26,50,1,2012,0
K,26,50,1,2013,1
K,26,50,1,2014,0
K,26,50,1,2015,0
K,26,50,1,2016,1
K,26,50,1,2017,0
K,26,63,2,2006,2
K,26,63,2,2007,1
K,26,63,2,2008,0
K,26,63,2,2009,0
K,26,63,2,2010,0
K,26,63,2,2011,0
K,26,63,2,2012,0
K,26,63,2,2013,0
K,26,63,2,2014,1
K,26,63,2,2015,0
K,26,63,2,2016,1
K,26,63,2,2017,0
K,26,63,1,2006,6
K,26,63,1,2007,4
K,26,63,1,2008,2
K,26,63,1,2009,1
K,26,63,1,2010,4
K,26,63,1,2011,11
K,26,63,1,2012,5
K,26,63,1,2013,6
K,26,63,1,2014,4
K,26,63,1,2015,4
K,26,63,1,2016,3
K,26,63,1,2017,7
K,26,1,69,2006,2
K,26,1,69,2007,4
K,26,1,69,2008,3
K,26,1,69,2009,0
K,26,1,69,2010,2
K,26,1,69,2011,1
K,26,1,69,2012,3
K,26,1,69,2013,5
K,26,1,69,2014,3
K,26,1,69,2015,2
K,26,1,69,2016,1
K,26,1,69,2017,1
K,26,1,99,2006,11
K,26,1,99,2007,13
K,26,1,99,2008,13
K,26,1,99,2009,7
K,26,1,99,2010,10
K,26,1,99,2011,10
K,26,1,99,2012,5
K,26,1,99,2013,16
K,26,1,99,2014,16
K,26,1,99,2015,18
K,26,1,99,2016,18
K,26,1,99,2017,17
K,26,1,80,2006,29
K,26,1,80,2007,35
K,26,1,80,2008,31
K,26,1,80,2009,29
K,26,1,80,2010,33
K,26,1,80,2011,26
K,26,1,80,2012,32
K,26,1,80,2013,21
K,26,1,80,2014,32
K,26,1,80,2015,45
K,26,1,80,2016,42
K,26,1,80,2017,59
K,26,1,5,2006,14
K,26,1,5,2007,9
K,26,1,5,2008,22
K,26,1,5,2009,15
K,26,1,5,2010,6
K,26,1,5,2011,20
K,26,1,5,2012,16
K,26,1,5,2013,14
K,26,1,5,2014,21
K,26,1,5,2015,22
K,26,1,5,2016,22
K,26,1,5,2017,16
K,26,1,18,2006,18
K,26,1,18,2007,8
K,26,1,18,2008,8
K,26,1,18,2009,15
K,26,1,18,2010,17
K,26,1,18,2011,21
K,26,1,18,2012,19
K,26,1,18,2013,16
K,26,1,18,2014,14
K,26,1,18,2015,26
K,26,1,18,2016,17
K,26,1,18,2017,21
K,26,1,48,2006,1
K,26,1,48,2007,2
K,26,1,48,2008,4
K,26,1,48,2009,2
K,26,1,48,2010,0
K,26,1,48,2011,2
K,26,1,48,2012,2
K,26,1,48,2013,1
K,26,1,48,2014,2
K,26,1,48,2015,2
K,26,1,48,2016,2
K,26,1,48,2017,5
K,26,1,6,2006,25
K,26,1,6,2007,29
K,26,1,6,2008,26
K,26,1,6,2009,29
K,26,1,6,2010,32
K,26,1,6,2011,36
K,26,1,6,2012,24
K,26,1,6,2013,23
K,26,1,6,2014,40
K,26,1,6,2015,36
K,26,1,6,2016,38
K,26,1,6,2017,37
K,26,1,58,2006,0
K,26,1,58,2007,0
K,26,1,58,2008,0
K,26,1,58,2009,1
K,26,1,58,2010,1
K,26,1,58,2011,0
K,26,1,58,2012,1
K,26,1,58,2013,2
K,26,1,58,2014,0
K,26,1,58,2015,0
K,26,1,58,2016,2
K,26,1,58,2017,0
K,26,1,29,2006,7
K,26,1,29,2007,4
K,26,1,29,2008,24
K,26,1,29,2009,9
K,26,1,29,2010,10
K,26,1,29,2011,9
K,26,1,29,2012,10
K,26,1,29,2013,8
K,26,1,29,2014,8
K,26,1,29,2015,16
K,26,1,29,2016,17
K,26,1,29,2017,21
K,26,1,7,2006,27
K,26,1,7,2007,18
K,26,1,7,2008,22
K,26,1,7,2009,17
K,26,1,7,2010,12
K,26,1,7,2011,17
K,26,1,7,2012,22
K,26,1,7,2013,26
K,26,1,7,2014,26
K,26,1,7,2015,29
K,26,1,7,2016,28
K,26,1,7,2017,33
K,26,1,89,2006,2
K,26,1,89,2007,0
K,26,1,89,2008,1
K,26,1,89,2009,0
K,26,1,89,2010,2
K,26,1,89,2011,1
K,26,1,89,2012,0
K,26,1,89,2013,2
K,26,1,89,2014,1
K,26,1,89,2015,1
K,26,1,89,2016,1
K,26,1,89,2017,1
K,26,1,30,2006,0
K,26,1,30,2007,0
K,26,1,30,2008,0
K,26,1,30,2009,2
K,26,1,30,2010,0
K,26,1,30,2011,0
K,26,1,30,2012,0
K,26,1,30,2013,1
K,26,1,30,2014,0
K,26,1,30,2015,0
K,26,1,30,2016,0
K,26,1,30,2017,0
K,26,1,3,2006,10
K,26,1,3,2007,13
K,26,1,3,2008,25
K,26,1,3,2009,21
K,26,1,3,2010,19
K,26,1,3,2011,19
K,26,1,3,2012,23
K,26,1,3,2013,23
K,26,1,3,2014,26
K,26,1,3,2015,28
K,26,1,3,2016,33
K,26,1,3,2017,26
K,26,1,19,2006,25
K,26,1,19,2007,21
K,26,1,19,2008,21
K,26,1,19,2009,28
K,26,1,19,2010,28
K,26,1,19,2011,29
K,26,1,19,2012,39
K,26,1,19,2013,40
K,26,1,19,2014,43
K,26,1,19,2015,27
K,26,1,19,2016,37
K,26,1,19,2017,28
K,26,1,59,2006,3
K,26,1,59,2007,4
K,26,1,59,2008,3
K,26,1,59,2009,3
K,26,1,59,2010,2
K,26,1,59,2011,3
K,26,1,59,2012,8
K,26,1,59,2013,6
K,26,1,59,2014,8
K,26,1,59,2015,4
K,26,1,59,2016,10
K,26,1,59,2017,5
K,26,1,49,2006,5
K,26,1,49,2007,4
K,26,1,49,2008,4
K,26,1,49,2009,4
K,26,1,49,2010,3
K,26,1,49,2011,4
K,26,1,49,2012,0
K,26,1,49,2013,1
K,26,1,49,2014,6
K,26,1,49,2015,1
K,26,1,49,2016,1
K,26,1,49,2017,3
K,26,1,60,2006,0
K,26,1,60,2007,1
K,26,1,60,2008,0
K,26,1,60,2009,1
K,26,1,60,2010,0
K,26,1,60,2011,0
K,26,1,60,2012,2
K,26,1,60,2013,1
K,26,1,60,2014,1
K,26,1,60,2015,1
K,26,1,60,2016,2
K,26,1,60,2017,0
K,26,1,70,2006,3
K,26,1,70,2007,3
K,26,1,70,2008,3
K,26,1,70,2009,1
K,26,1,70,2010,3
K,26,1,70,2011,0
K,26,1,70,2012,0
K,26,1,70,2013,1
K,26,1,70,2014,0
K,26,1,70,2015,2
K,26,1,70,2016,3
K,26,1,70,2017,1
K,26,1,36,2006,22
K,26,1,36,2007,12
K,26,1,36,2008,13
K,26,1,36,2009,11
K,26,1,36,2010,12
K,26,1,36,2011,8
K,26,1,36,2012,6
K,26,1,36,2013,5
K,26,1,36,2014,7
K,26,1,36,2015,13
K,26,1,36,2016,8
K,26,1,36,2017,13
K,26,1,20,2006,25
K,26,1,20,2007,26
K,26,1,20,2008,29
K,26,1,20,2009,23
K,26,1,20,2010,26
K,26,1,20,2011,18
K,26,1,20,2012,32
K,26,1,20,2013,22
K,26,1,20,2014,30
K,26,1,20,2015,32
K,26,1,20,2016,33
K,26,1,20,2017,36
K,26,1,61,2006,4
K,26,1,61,2007,2
K,26,1,61,2008,5
K,26,1,61,2009,7
K,26,1,61,2010,9
K,26,1,61,2011,1
K,26,1,61,2012,1
K,26,1,61,2013,1
K,26,1,61,2014,0
K,26,1,61,2015,4
K,26,1,61,2016,3
K,26,1,61,2017,6
K,26,1,2,2006,157
K,26,1,2,2007,178
K,26,1,2,2008,216
K,26,1,2,2009,223
K,26,1,2,2010,263
K,26,1,2,2011,249
K,26,1,2,2012,241
K,26,1,2,2013,253
K,26,1,2,2014,254
K,26,1,2,2015,245
K,26,1,2,2016,204
K,26,1,2,2017,179
K,26,1,90,2006,0
K,26,1,90,2007,6
K,26,1,90,2008,2
K,26,1,90,2009,4
K,26,1,90,2010,2
K,26,1,90,2011,2
K,26,1,90,2012,3
K,26,1,90,2013,0
K,26,1,90,2014,0
K,26,1,90,2015,0
K,26,1,90,2016,2
K,26,1,90,2017,0
K,26,1,21,2006,19
K,26,1,21,2007,16
K,26,1,21,2008,17
K,26,1,21,2009,13
K,26,1,21,2010,14
K,26,1,21,2011,18
K,26,1,21,2012,15
K,26,1,21,2013,16
K,26,1,21,2014,12
K,26,1,21,2015,18
K,26,1,21,2016,22
K,26,1,21,2017,27
K,26,1,22,2006,29
K,26,1,22,2007,24
K,26,1,22,2008,35
K,26,1,22,2009,35
K,26,1,22,2010,44
K,26,1,22,2011,49
K,26,1,22,2012,53
K,26,1,22,2013,60
K,26,1,22,2014,56
K,26,1,22,2015,54
K,26,1,22,2016,45
K,26,1,22,2017,56
K,26,1,8,2006,86
K,26,1,8,2007,110
K,26,1,8,2008,112
K,26,1,8,2009,149
K,26,1,8,2010,146
K,26,1,8,2011,137
K,26,1,8,2012,143
K,26,1,8,2013,135
K,26,1,8,2014,159
K,26,1,8,2015,164
K,26,1,8,2016,123
K,26,1,8,2017,161
K,26,1,9,2006,70
K,26,1,9,2007,56
K,26,1,9,2008,57
K,26,1,9,2009,90
K,26,1,9,2010,64
K,26,1,9,2011,77
K,26,1,9,2012,77
K,26,1,9,2013,84
K,26,1,9,2014,100
K,26,1,9,2015,99
K,26,1,9,2016,77
K,26,1,9,2017,103
K,26,1,10,2006,13
K,26,1,10,2007,11
K,26,1,10,2008,13
K,26,1,10,2009,11
K,26,1,10,2010,11
K,26,1,10,2011,20
K,26,1,10,2012,13
K,26,1,10,2013,20
K,26,1,10,2014,19
K,26,1,10,2015,27
K,26,1,10,2016,25
K,26,1,10,2017,17
K,26,1,31,2006,36
K,26,1,31,2007,26
K,26,1,31,2008,27
K,26,1,31,2009,23
K,26,1,31,2010,32
K,26,1,31,2011,23
K,26,1,31,2012,40
K,26,1,31,2013,27
K,26,1,31,2014,51
K,26,1,31,2015,50
K,26,1,31,2016,43
K,26,1,31,2017,36
K,26,1,23,2006,27
K,26,1,23,2007,16
K,26,1,23,2008,22
K,26,1,23,2009,16
K,26,1,23,2010,13
K,26,1,23,2011,20
K,26,1,23,2012,22
K,26,1,23,2013,16
K,26,1,23,2014,16
K,26,1,23,2015,25
K,26,1,23,2016,20
K,26,1,23,2017,17
K,26,1,37,2006,20
K,26,1,37,2007,12
K,26,1,37,2008,11
K,26,1,37,2009,9
K,26,1,37,2010,14
K,26,1,37,2011,10
K,26,1,37,2012,9
K,26,1,37,2013,4
K,26,1,37,2014,8
K,26,1,37,2015,9
K,26,1,37,2016,16
K,26,1,37,2017,6
K,26,1,62,2006,4
K,26,1,62,2007,2
K,26,1,62,2008,3
K,26,1,62,2009,3
K,26,1,62,2010,3
K,26,1,62,2011,3
K,26,1,62,2012,1
K,26,1,62,2013,0
K,26,1,62,2014,2
K,26,1,62,2015,4
K,26,1,62,2016,3
K,26,1,62,2017,5
K,26,1,24,2006,14
K,26,1,24,2007,11
K,26,1,24,2008,7
K,26,1,24,2009,12
K,26,1,24,2010,12
K,26,1,24,2011,5
K,26,1,24,2012,15
K,26,1,24,2013,14
K,26,1,24,2014,11
K,26,1,24,2015,12
K,26,1,24,2016,6
K,26,1,24,2017,12
K,26,1,71,2006,2
K,26,1,71,2007,3
K,26,1,71,2008,4
K,26,1,71,2009,2
K,26,1,71,2010,0
K,26,1,71,2011,1
K,26,1,71,2012,4
K,26,1,71,2013,0
K,26,1,71,2014,2
K,26,1,71,2015,1
K,26,1,71,2016,3
K,26,1,71,2017,0
K,26,1,25,2006,26
K,26,1,25,2007,27
K,26,1,25,2008,36
K,26,1,25,2009,41
K,26,1,25,2010,31
K,26,1,25,2011,37
K,26,1,25,2012,28
K,26,1,25,2013,38
K,26,1,25,2014,36
K,26,1,25,2015,35
K,26,1,25,2016,27
K,26,1,25,2017,39
K,26,1,11,2006,18
K,26,1,11,2007,20
K,26,1,11,2008,23
K,26,1,11,2009,25
K,26,1,11,2010,21
K,26,1,11,2011,17
K,26,1,11,2012,31
K,26,1,11,2013,23
K,26,1,11,2014,46
K,26,1,11,2015,32
